Transaction number,Vendor ,Category,Amount
1900805050,HILLCREST CARE LTD,Children and Education,"£5,097.29"
8001885390,ANNA HOUSE LTD,Children and Education,"£5,092.50"
8001885244,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,062.20"
8001882831,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£5,053.81"
8001879115,GREEN LANES PROJECTS LTD,Temporary Accommodation,"£5,050.72"
8001880009,SCOPE,Social care,"£5,030.23"
5201142229,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£5,018.10"
8001868934,LIVABILITY,Temporary Accommodation,"£5,016.60"
5201143421,PITNEY BOWES SOFTWARE LTD,IT and Telecoms,"£5,016.00"
8001880631,SHERICO CARE SERVICES LTD,Temporary Accommodation,"£5,015.61"
5201142957,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£5,012.28"
1900805270,DEMETRIOU & ENGLISH (W.GREEN),General,"£5,005.00"
1900806457,WOODWARD LEWIS LLP,Children and Education,"£5,000.00"
1900806101,MAGUIRE & WEBSTER LLP,Children and Education,"£5,000.00"
1900805590,ZYLPHA LTD,Learning and Development,"£5,000.00"
5201143630,NAFSIYAT,Learning and Development,"£5,000.00"
5201144113,ENGLAND ATHLETICS LIMITED,Sport and Leisure,"£5,000.00"
5201143719,TOM EBDON ARCHITECTS LTD,"Construction, Property and Fac Man","£5,000.00"
1900805597,BARNET ENFIELD+HARINGEY MH TRUST,General,"£5,000.00"
5201143443,GLOBAL KNOWLEDGE NETWORK TRAINING L,Learning and Development,"£4,999.99"
5201142320,RAYTELL ELECTRICAL COMPANY LTD,"Construction, Property and Fac Man","£4,998.64"
5201142065,BUZZ ROAD SAFETY EDUCATION,Children and Education,"£4,995.00"
5201144672,HARINGEY SHED,Sport and Leisure,"£4,995.00"
5201142068,KAIZEN CONSULTANTS LTD,People and Recruitment,"£4,995.00"
5201142818,THE DOCTORS LABORATORY,Public Health,"£4,987.00"
5201142051,EXPOSURE ORGANISATION LTD,Communication,"£4,983.00"
5201143219,PASANTE HEALTHCARE LIMITED,Public Health,"£4,980.00"
5201143637,CIVICA UK LTD,Public Realm,"£4,978.14"
8001885682,REHABILITATION EDUCAT & COMM HOMES,Temporary Accommodation,"£4,973.92"
8001880776,CHOICE SUPPORT,Temporary Accommodation,"£4,972.59"
5201144190,MOYGLEN CONSTRUCTION LTD,"Construction, Property and Fac Man","£4,969.00"
8001879130,MACINTYRE CARE,Temporary Accommodation,"£4,959.04"
8001880012,SCOPE,Social care,"£4,954.97"
1900806661,REDACTED PERSONAL DATA,Children and Education,"£4,950.00"
5201144164,LIVING STREETS SERVICES LIMITED,Communication,"£4,935.00"
1900806061,HIGH CROSS PLAYGROUP,Children and Education,"£4,934.00"
8001885386,HILLCREST CARE SERVICES LTD,Temporary Accommodation,"£4,932.86"
5201142085,BADGER COMPUTER SERVICES LTD,IT and Telecoms,"£4,920.00"
8001879145,HERITAGE CARE,Temporary Accommodation,"£4,918.11"
8001879144,HERITAGE CARE,Temporary Accommodation,"£4,918.07"
5201143681,BARCHAM TREES PLC,Public Realm,"£4,907.70"
1900806561,REX HOWLING,Legal,"£4,900.00"
8001885402,ASPIRE HOUSE,Temporary Accommodation,"£4,900.00"
1900805315,NEBULA DEVELOPMENT & CONSULTANCY LT,Learning and Development,"£4,900.00"
5201142551,HARINGEY ADVISORY GRP ON ALCOHOL,Public Health,"£4,899.00"
1900806601,VAROSI ESTATES LIMITED,Temporary Accommodation,"£4,890.00"
8001885607,ROYAL NATIONAL INSTITUTE FOR DEAF P,Social care,"£4,879.37"
5201141754,METALCRAFT TOTTENHAM LTD,"Construction, Property and Fac Man","£4,868.00"
8001840641,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£4,867.00"
8001840741,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£4,867.00"
8001840763,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£4,867.00"
8001879232,GLENPAT HOMES LTD,Temporary Accommodation,"£4,855.71"
8001879304,HAIL LTD,Social care,"£4,855.68"
8001879146,HERITAGE CARE,Temporary Accommodation,"£4,850.57"
8001885623,ROYAL NATIONAL INSTITUTE FOR DEAF P,Social care,"£4,847.61"
1900805163,JOHN ROWAN AND PARTNERS LLP,"Construction, Property and Fac Man","£4,835.00"
8001854521,AREA 51 EDUCATION LTD,Social care,"£4,819.00"
8001854761,AREA 51 EDUCATION LTD,Social care,"£4,819.00"
8001854561,AREA 51 EDUCATION LTD,Social care,"£4,819.00"
8001854721,AREA 51 EDUCATION LTD,Social care,"£4,819.00"
8001854842,AREA 51 EDUCATION LTD,Social care,"£4,819.00"
8001854821,AREA 51 EDUCATION LTD,Social care,"£4,819.00"
8001854401,AREA 51 EDUCATION LTD,Social care,"£4,819.00"
8001854481,AREA 51 EDUCATION LTD,Social care,"£4,819.00"
8001854281,AREA 51 EDUCATION LTD,Social care,"£4,819.00"
8001854682,AREA 51 EDUCATION LTD,Social care,"£4,819.00"
8001854781,AREA 51 EDUCATION LTD,Social care,"£4,819.00"
8001854361,AREA 51 EDUCATION LTD,Social care,"£4,819.00"
8001854661,AREA 51 EDUCATION LTD,Social care,"£4,819.00"
8001854601,AREA 51 EDUCATION LTD,Social care,"£4,819.00"
8001854622,AREA 51 EDUCATION LTD,Social care,"£4,819.00"
8001854441,AREA 51 EDUCATION LTD,Social care,"£4,819.00"
1900806020,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£4,815.00"
8001869661,VINEYARD (UK) SERVICES LTD,Social care,"£4,804.80"
5201144188,MOYGLEN CONSTRUCTION LTD,"Construction, Property and Fac Man","£4,801.00"
1900805593,KSM ONLINE LIMITED,IT and Telecoms,"£4,800.00"
8001880835,APOLLO CARE & SUPPORTED HOUSING LTD,Temporary Accommodation,"£4,800.00"
8001879147,HERITAGE CARE,Temporary Accommodation,"£4,789.24"
8001880824,CHOICE SUPPORT,Temporary Accommodation,"£4,787.19"
8001880765,CHOICE SUPPORT,Temporary Accommodation,"£4,787.19"
200345481,CYPRIOT ELDERLY & DISABLED GROUP,Social care,"£4,784.55"
200345487,TURKISH CYPRIOT WOMEN'S PROJECT,Social care,"£4,784.54"
200345484,KURDISH ADVICE CENTRE,Social care,"£4,784.54"
5201142629,ELEGANCE FURNITURE SUPPLIES LTD,General,"£4,779.80"
8001879245,HAIL LTD,Social care,"£4,778.53"
8001879184,HAIL LTD,Social care,"£4,764.81"
1900805059,BROWNE JACOBSON LLP,Legal,"£4,762.50"
1900805999,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£4,751.00"
1900806624,PLEXUS CLIENT ACCOUNT,Finance,"£4,750.00"
5201144403,SAM'S CARS LIMITED,Transport & Travel,"£4,743.82"
8001880632,CHOICE SUPPORT,Temporary Accommodation,"£4,734.21"
8001880659,CHOICE SUPPORT,Temporary Accommodation,"£4,734.21"
8001880640,CHOICE SUPPORT,Temporary Accommodation,"£4,734.21"
8001880643,CHOICE SUPPORT,Temporary Accommodation,"£4,734.21"
5201143424,OXFORD COMPUTER CONSULTANTS LTD,IT and Telecoms,"£4,731.60"
8001880655,CHOICE SUPPORT,Temporary Accommodation,"£4,728.94"
8001885613,PRECIOUS HOMES LTD,Temporary Accommodation,"£4,726.93"
8001885616,PRECIOUS HOMES LTD,Temporary Accommodation,"£4,726.93"
8001880619,GREEN LANES PROJECTS LTD,Temporary Accommodation,"£4,714.29"
8001880912,DRS CARE HOMES LTD,Temporary Accommodation,"£4,714.29"
8001840821,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£4,710.00"
1900806636,EGERTON ROTHESAY SCHOOL LIMITED,General,"£4,692.11"
8001880682,DRS CARE HOMES LTD,Temporary Accommodation,"£4,684.97"
8001882803,ALERE CARE LIMITED,"Construction, Property and Fac Man","£4,671.43"
8001879244,HAIL LTD,Social care,"£4,646.75"
5201143210,TO HEALTH LTD,Public Health,"£4,631.82"
5201141239,DELL CORPORATION LTD,IT and Telecoms,"£4,627.08"
5201141830,LYNCADE LTD t/a CAVENDISH CARS,Transport & Travel,"£4,626.36"
8001879129,MACINTYRE CARE,Temporary Accommodation,"£4,617.69"
8001839761,BEACON LODGE CHARITABLE TRUST,Children and Education,"£4,614.31"
8001885211,SANKOFA CARE LTD,Children and Education,"£4,606.11"
8001880905,MSASA CARE LTD,Temporary Accommodation,"£4,591.43"
8001880698,APOLLO CARE & SUPPORTED HOUSING LTD,Temporary Accommodation,"£4,590.56"
5201142951,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£4,576.34"
8001885309,FAMILIES@FAMILY CARE LIMITED,Children and Education,"£4,569.04"
8001879103,HAIL LTD,Social care,"£4,562.01"
8001879149,HAIL LTD,Social care,"£4,562.01"
8001879159,HAIL LTD,Social care,"£4,562.01"
200345510,EPIC TRUST - SWALLOW HOUSE,Social care,"£4,549.73"
1900806046,LOCAL GOVERNMENT ASSOCIATION,Finance,"£4,549.22"
1900806466,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£4,544.75"
1900806185,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£4,509.21"
5201143886,JONES BAKER ENGINEERING COMPANY,"Construction, Property and Fac Man","£4,500.00"
5201142318,SCCI ALPHATRACK LTD,"Construction, Property and Fac Man","£4,500.00"
5201143425,OXFORD COMPUTER CONSULTANTS LTD,IT and Telecoms,"£4,500.00"
5201142850,RINGWAY JACOBS LIMITED,Public Realm,"£4,492.45"
5201143241,CT PLUS CIC,Transport & Travel,"£4,490.00"
5201143195,RUSKINS TREE SURGERY LTD,Public Realm,"£4,484.93"
8001880658,CHOICE SUPPORT,Temporary Accommodation,"£4,463.31"
8001866961,MEDWAY COUNCIL,Social care,"£4,461.33"
1900805571,JOHN ROWAN AND PARTNERS LLP,"Construction, Property and Fac Man","£4,459.28"
8001874841,MARCUS & MARCUS LTD,Temporary Accommodation,"£4,452.00"
1900805309,PURDY CONTRACTS LTD,"Construction, Property and Fac Man","£4,449.02"
1900805303,IPEOPLE SERVICES LIMITED,People and Recruitment,"£4,425.00"
1900805523,IPEOPLE SERVICES LIMITED,People and Recruitment,"£4,425.00"
1900806592,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£4,425.00"
5201144318,UNITED GUARDING SERVICES LTD,General,"£4,413.63"
5201141986,RINGWAY JACOBS LIMITED,Public Realm,"£4,411.14"
8001849121,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£4,396.00"
8001849081,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£4,396.00"
8001849101,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£4,396.00"
8001841901,DVIP,Children and Education,"£4,380.00"
5201142843,RINGWAY JACOBS LIMITED,Public Realm,"£4,373.79"
8001880049,WILLOWCROFT CARE HOME LTD,Temporary Accommodation,"£4,372.98"
8001885667,PRUDENTIAL CARE GROUP (LONDON) LIMI,Temporary Accommodation,"£4,371.43"
5201142178,TRUSTMARQUE SOLUTIONS LIMITED,IT and Telecoms,"£4,350.72"
8001882830,THEMICARE LTD,"Construction, Property and Fac Man","£4,342.86"
8001885159,CHILDREN FIRST FOSTERING AGENCY LTD,Children and Education,"£4,332.86"
8001794621,YOUR CHOICE SOCIAL CENTRE,Social care,"£4,327.50"
8001867421,DILIGENT CARE SERVICES LTD,Social care,"£4,326.40"
8001885168,BY THE BRIDGE,Children and Education,"£4,314.13"
8001880639,VOYAGE LTD,Temporary Accommodation,"£4,295.01"
8001876848,LOOK AHEAD CARE AND SUPPORT LTD,Social care,"£4,291.20"
8001880686,CMG LTD,Temporary Accommodation,"£4,288.89"
5201143634,LAWRENCE HOUSE SURGERY,Public Health,"£4,287.62"
8001882773,AFTER CARE (N W) LIMITED,"Construction, Property and Fac Man","£4,285.71"
5201143631,SOMERSET GARDENS FAM HEALTHCARE CTR,Public Health,"£4,282.76"
8001885584,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£4,282.76"
8001885329,PARENT & CHILD FOSTERING SERVICE,Children and Education,"£4,281.43"
8001885336,PARENT & CHILD FOSTERING SERVICE,Children and Education,"£4,281.43"
8001885154,GREATER LONDON FOSTERING LTD,Children and Education,"£4,281.43"
1900806566,IINTERFACE ENTERPRISES LTD,Learning and Development,"£4,280.00"
1900805975,WHITTINGTON HOSPITAL NHS TRUST,General,"£4,275.56"
8001880676,DRS CARE HOMES LTD,Temporary Accommodation,"£4,270.03"
8001868980,BARCHESTER HEALTHCARE HOMES LTD,Temporary Accommodation,"£4,264.29"
8001885245,THE FOSTERING FOUNDATION LTD,Children and Education,"£4,264.29"
8001885161,BY THE BRIDGE,Children and Education,"£4,246.50"
5201143584,UK POWER NETWORKS (OPERATIONS) LTD,Public Realm,"£4,232.00"
5201143585,UK POWER NETWORKS (OPERATIONS) LTD,Public Realm,"£4,232.00"
5201142635,NORTH LONDON COMMUNITY HOUSE LTD,Children and Education,"£4,220.00"
5201143821,UNITED GUARDING SERVICES LTD,General,"£4,210.52"
8001880605,LEONARD CHESHIRE DISABILITY,Social care,"£4,207.33"
8001882581,LOOK AHEAD CARE AND SUPPORT LTD,Social care,"£4,193.72"
8001881281,LOOK AHEAD CARE AND SUPPORT LTD,Social care,"£4,193.72"
8001882481,LOOK AHEAD CARE AND SUPPORT LTD,Social care,"£4,193.72"
8001882561,LOOK AHEAD CARE AND SUPPORT LTD,Social care,"£4,193.72"
1900805319,JOHN ROWAN AND PARTNERS LLP,"Construction, Property and Fac Man","£4,190.00"
1900805321,GROUNDWORK LONDON,"Construction, Property and Fac Man","£4,189.00"
8001879306,CARETECH COMMUNITY SERVICES LTD,Temporary Accommodation,"£4,178.57"
8001879274,CARETECH COMMUNITY SERVICES LTD,Temporary Accommodation,"£4,178.57"
5201142690,UNITED GUARDING SERVICES LTD,General,"£4,174.44"
8001880841,ASHNESS CARE LTD,Temporary Accommodation,"£4,174.29"
8001885314,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£4,167.90"
8001880681,DRS CARE HOMES LTD,Temporary Accommodation,"£4,160.44"
8001882800,ALERE CARE LIMITED,"Construction, Property and Fac Man","£4,157.15"
5201142559,BDI SECURITIES UK LIMITED,"Construction, Property and Fac Man","£4,156.50"
8001883421,SANCTUARY HOUSING ASSOCIATION,Temporary Accommodation,"£4,153.00"
5201143571,CIPFA BUSINESS LIMITED,Learning and Development,"£4,150.00"
8001885663,PRUDENTIAL CARE GROUP (LONDON) LIMI,Temporary Accommodation,"£4,137.86"
1900805183,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,"£4,123.39"
8001880712,ASHNESS CARE LTD,Temporary Accommodation,"£4,101.43"
8001882823,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£4,092.86"
8001880770,ASHNESS CARE LTD,Temporary Accommodation,"£4,092.86"
8001880764,ASHNESS CARE LTD,Temporary Accommodation,"£4,092.86"
8001880842,ASHNESS CARE LTD,Temporary Accommodation,"£4,092.86"
8001885671,ROYAL MENCAP SOCIETY,Temporary Accommodation,"£4,081.54"
8001885661,PRUDENTIAL CARE GROUP (LONDON) LIMI,Temporary Accommodation,"£4,073.19"
8001879123,OUTWARD HOUSING,Temporary Accommodation,"£4,071.43"
8001880883,DRS CARE HOMES LTD,Temporary Accommodation,"£4,071.43"
8001879287,GLENHOLME MENTAL HEALTHCARE LIMITED,Temporary Accommodation,"£4,071.43"
8001880656,ASHNESS CARE LTD,Temporary Accommodation,"£4,064.10"
8001885778,MAGICARE LTD,Temporary Accommodation,"£4,052.07"
5201142232,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£4,045.86"
8001879198,HAIL LTD,Social care,"£4,032.86"
5201142803,SHEPHEARD EPSTEIN & HUNTER PLC,"Construction, Property and Fac Man","£4,032.00"
1900806216,FIRST CAPITAL CONNECT LTD,Transport & Travel,"£4,028.00"
8001880896,ASHNESS CARE LTD,Temporary Accommodation,"£4,020.00"
8001885167,ACTION FOR CHILDREN,Children and Education,"£4,013.10"
5201142557,BDI SECURITIES UK LIMITED,"Construction, Property and Fac Man","£4,008.00"
8001880857,ASHNESS CARE LTD,Temporary Accommodation,"£4,007.14"
8001880636,BARONSMEDE FAMILY HOME LTD,Temporary Accommodation,"£4,002.26"
8001847221,LONDON COLLEGE OF CONTEMPORARY ARTS,Learning and Development,"£4,000.00"
5201143717,P N IZZO CONSULTING,People and Recruitment,"£4,000.00"
5201142078,URBAN DESIGN LONDON,Learning and Development,"£4,000.00"
5201143704,LONDON BOROUGH OF ISLINGTON,Children and Education,"£4,000.00"
8001885184,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,985.71"
8001885162,FOSTER CARE ASSOCIATES LIMITED,Children and Education,"£3,985.37"
5201144263,POSITIVE EMPLOYMENT & TRAINING JOB,General,"£3,984.67"
8001880044,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£3,968.53"
8001880043,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£3,952.84"
5201143632,THE QUEENSWOOD MEDICAL PRACTICE,Public Health,"£3,952.32"
8001880751,DRS CARE HOMES LTD,Temporary Accommodation,"£3,945.21"
8001885662,PRUDENTIAL CARE GROUP (LONDON) LIMI,Temporary Accommodation,"£3,942.86"
8001879161,GREENVIEW HEALTHCARE LTD,Temporary Accommodation,"£3,934.29"
5201142958,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£3,930.14"
1900805330,RIVERSIDE SCHOOL,Children and Education,"£3,927.92"
8001885266,SEAFIELDS FOSTERING LIMITED,Children and Education,"£3,920.48"
8001869901,VINEYARD (UK) SERVICES LTD,Social care,"£3,919.32"
1900806542,DAVENPORT VANE LTD,People and Recruitment,"£3,911.00"
1900805997,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£3,909.50"
8001885699,PRIORY GROUP LIMITED,Temporary Accommodation,"£3,906.81"
8001880864,DRS CARE HOMES LTD,Temporary Accommodation,"£3,905.32"
1900805324,GORDON HOUSE EDUCATION CONSULTANCY,Children and Education,"£3,900.00"
1900805559,LAWRENCE HARVEY SEARCH & SELECTION,People and Recruitment,"£3,900.00"
8001865687,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£3,896.43"
8001885660,PRUDENTIAL CARE GROUP (LONDON) LIMI,Temporary Accommodation,"£3,885.39"
8001885731,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£3,883.11"
8001869561,VINEYARD (UK) SERVICES LTD,Social care,"£3,880.00"
1900805668,STUART MILLER & CO,Energy and Utilities,"£3,866.52"
8001868982,MAGICARE LTD,Temporary Accommodation,"£3,857.14"
8001880760,GREENFIELDS RES CARE HOMES LTD,Temporary Accommodation,"£3,857.14"
8001880844,ADMIRAL HEALTHCARE LIMITED,Temporary Accommodation,"£3,857.14"
1900805813,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£3,856.14"
5201142801,UNITED GUARDING SERVICES LTD,General,"£3,846.04"
8001885319,FOCUS ON FOSTERING LTD,Children and Education,"£3,840.60"
8001879641,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£3,840.00"
5201142344,PRESCOTT THOMAS LTD,Food and Drink,"£3,835.75"
8001885646,NEWNTON HOUSE RESIDENTIAL PROJECT,Temporary Accommodation,"£3,831.43"
5201144202,ACTIVIST GROUP LTD,People and Recruitment,"£3,828.15"
8001882805,THEMICARE LTD,"Construction, Property and Fac Man","£3,814.29"
5201141840,B & L COACHES,Transport & Travel,"£3,806.04"
1900806116,REDACTED PERSONAL DATA,People and Recruitment,"£3,802.65"
8001882797,THEMICARE LTD,"Construction, Property and Fac Man","£3,797.14"
8001882696,THEMICARE LTD,"Construction, Property and Fac Man","£3,797.14"
5201144384,CIPFA BUSINESS LIMITED,Learning and Development,"£3,785.00"
8001885347,FOSTERPLUS LIMITED,Children and Education,"£3,780.00"
8001841101,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£3,777.75"
5201143590,RINGWAY JACOBS LIMITED,Public Realm,"£3,770.95"
1900805343,WHITTINGTON HOSPITAL NHS TRUST,Children and Education,"£3,763.00"
8001885638,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,762.38"
8001885641,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,762.38"
5201141242,CGI IT UK LIMITED,IT and Telecoms,"£3,756.00"
1900806567,IINTERFACE ENTERPRISES LTD,Learning and Development,"£3,750.00"
1900805304,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,750.00"
5201143805,HIGHWAY DESIGN PARTNERSHIP,Public Realm,"£3,750.00"
1900805524,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,750.00"
8001879761,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£3,748.00"
5201144389,EMERSON NETWORK POWER LTD,IT and Telecoms,"£3,739.00"
1900805837,MTO NURSERY,General,"£3,729.60"
8001885648,SUNRISE OPERATIONS SOLIHULL LTD,Temporary Accommodation,"£3,719.14"
8001885264,FOSTER CARE ASSOCIATES LIMITED,Children and Education,"£3,717.30"
8001862121,EXTRA MILE CARE COMPANY,Social care,"£3,717.06"
8001882776,URBAN LAND MANAGEMENT LTD,"Construction, Property and Fac Man","£3,715.72"
5201143583,UK POWER NETWORKS (OPERATIONS) LTD,Public Realm,"£3,703.00"
8001885337,NEXT STEP FOSTERING SERVICES LTD,Children and Education,"£3,681.43"
8001885164,NEXT STEP FOSTERING SERVICES LTD,Children and Education,"£3,681.43"
8001880088,VENTRY RESIDENTIAL CARE LTD,Temporary Accommodation,"£3,672.86"
5201143192,PETER BRETT ASSOCIATES LLP,People and Recruitment,"£3,650.00"
8001879321,CARE UK COMMUNITY PARTNERSHIPS LTD,Social care,"£3,642.86"
8001880911,AGUDAS ISRAEL HOUSING ASSOCIAT LTD,Social care,"£3,642.86"
8001869058,MAGICARE LTD,Temporary Accommodation,"£3,642.86"
8001885768,SANDHURST LODGE LTD,Temporary Accommodation,"£3,642.86"
8001880057,THE JENNIFER HOME,Temporary Accommodation,"£3,642.86"
8001885327,ISLINGTON COUNCIL,Children and Education,"£3,642.86"
8001880752,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,642.86"
8001880792,DRS CARE HOMES LTD,Temporary Accommodation,"£3,642.86"
8001879202,MSASA CARE LTD,Temporary Accommodation,"£3,642.86"
8001879275,GLENHOLME MENTAL HEALTHCARE LIMITED,Temporary Accommodation,"£3,642.86"
8001882825,FINEFAIR LTD,"Construction, Property and Fac Man","£3,632.15"
8001885346,MOMENTS FOSTERING LTD,Children and Education,"£3,630.00"
8001885156,MOMENTS FOSTERING LTD,Children and Education,"£3,630.00"
5201143824,MIDLAND FORESTRY LTD,Public Realm,"£3,626.77"
8001879127,RESIDENTIAL CARE SERVICES LTD,Temporary Accommodation,"£3,616.63"
5201144143,LANGUAGEBASE LTD,Communication,"£3,614.50"
5201141767,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£3,609.32"
1900805274,TINKLERS SOLICITORS CLIENT ACCOUNT,General,"£3,604.94"
8001869761,VINEYARD (UK) SERVICES LTD,Social care,"£3,604.72"
8001885619,THE ROLAND RESIDENTIAL CARE HOME,Temporary Accommodation,"£3,601.71"
5201142943,HELPFUL TECHNOLOGY LTD,Communication,"£3,600.00"
5201142360,MAX ASSOCIATES HOLDINGS LIMITED,People and Recruitment,"£3,600.00"
1900805359,N & S CONSULTANTS LTD T/A PSYCH EXP,General,"£3,600.00"
8001879185,FAMILY MOSAIC,Temporary Accommodation,"£3,597.26"
5201144321,CAPITA BUSINESS SERVICES LTD,IT and Telecoms,"£3,594.72"
8001882743,CARE R US LTD T/A KROSSROADS,"Construction, Property and Fac Man","£3,578.58"
8001880641,BETHEL CARE SERVICES LTD,Temporary Accommodation,"£3,575.96"
8001874781,CHRISTIES CARE LTD,Social care,"£3,572.00"
8001863381,CHRISTIES CARE LTD,Social care,"£3,572.00"
8001885609,L' ARCHE LAMBETH,Temporary Accommodation,"£3,569.27"
8001880874,ASHNESS CARE LTD,Temporary Accommodation,"£3,565.37"
5201142974,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£3,563.04"
8001885335,CHILDREN FIRST FOSTERING AGENCY LTD,Children and Education,"£3,552.86"
8001885356,NEXT STEP FOSTERING SERVICES LTD,Children and Education,"£3,541.24"
8001885207,ETHELBERT SPECIALIST HOMES LTD,Children and Education,"£3,540.77"
8001879289,MSASA CARE LTD,Temporary Accommodation,"£3,535.71"
8001880913,BLOSSOM COMMUNITY CARE,Temporary Accommodation,"£3,528.57"
5201143447,EBASE TECHNOLOGY LTD,IT and Telecoms,"£3,525.00"
8001885178,FUTURES FOR CHILDREN LIMITED,Children and Education,"£3,522.00"
5201141753,METALCRAFT TOTTENHAM LTD,"Construction, Property and Fac Man","£3,520.00"
8001882761,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man","£3,514.29"
8001882822,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£3,514.29"
8001885316,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,514.20"
8001879139,BLUE OPAL LIMITED,Temporary Accommodation,"£3,513.99"
8001866761,OAK TREE CARE SERVICES LIMITED,Temporary Accommodation,"£3,510.36"
5201143885,JONES BAKER ENGINEERING COMPANY,"Construction, Property and Fac Man","£3,500.00"
5201144740,SYPOL LIMITED,IT and Telecoms,"£3,500.00"
8001851181,LONDON BOROUGH OF ENFIELD,Children and Education,"£3,500.00"
5201143883,TOTTENHAM HOTSPUR FOUNDATION,Learning and Development,"£3,500.00"
8001885315,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,492.00"
8001885954,BANYA FAMILY PLACEMENT AGENCY LIMIT,Children and Education,"£3,491.10"
8001885956,BANYA FAMILY PLACEMENT AGENCY LIMIT,Children and Education,"£3,480.00"
8001841881,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£3,480.00"
8001885955,BANYA FAMILY PLACEMENT AGENCY LIMIT,Children and Education,"£3,480.00"
8001879821,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£3,480.00"
8001880648,ASHLEY HOUSE,Temporary Accommodation,"£3,477.90"
5201144100,BACS PAYMENT SCHEMES LTD,Finance,"£3,477.37"
8001868943,LANCAM NURSING HOME,Temporary Accommodation,"£3,476.49"
8001885274,FOSTERCARE UK LTD,Children and Education,"£3,475.71"
8001885185,BRIGHTER FUTURES FOSTER CARE LTD,Children and Education,"£3,473.10"
8001885304,DIVERSE CARE (UK) LTD,Children and Education,"£3,473.10"
8001885225,FUTURES FOR CHILDREN LIMITED,Children and Education,"£3,471.60"
8001824581,EXTRA MILE CARE COMPANY,Social care,"£3,467.11"
8001872181,PREMIER CAREWAITING LTD,Social care,"£3,459.40"
8001840621,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£3,454.00"
8001885333,OUTLOOK FOSTERING SERVICES LTD,Children and Education,"£3,453.43"
5201141959,SWEETT (UK) LIMITED,"Construction, Property and Fac Man","£3,452.00"
1900805256,BADGER COMPUTER SERVICES LTD,IT and Telecoms,"£3,450.00"
8001840941,HARINGEY MENCAP LIMITED,Social care,"£3,446.10"
8001840961,HARINGEY MENCAP LIMITED,Social care,"£3,446.10"
8001840901,HARINGEY MENCAP LIMITED,Social care,"£3,446.10"
8001840981,HARINGEY MENCAP LIMITED,Social care,"£3,446.10"
5201144187,ASKEWS & HOLTS LIBRARY SERVICES LTD,Communication,"£3,442.78"
8001885216,CORE ASSETS FOSTERING LTD,Children and Education,"£3,441.21"
8001885218,CORE ASSETS FOSTERING LTD,Children and Education,"£3,441.21"
8001869781,VINEYARD (UK) SERVICES LTD,Social care,"£3,440.80"
8001885175,FOCUS ON FOSTERING LTD,Children and Education,"£3,439.80"
