Transaction Number,Vendor,Category,Amount
8001818961,EXTRA MILE CARE COMPANY,Social care,£811
8001800321,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£810
8001800041,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£810
1900802601,TERSUS CONSULTANCY LTD,"Construction, Property and Fac Man",£810
5201141460,FRONTLINE TRAINING,Learning and Development,£810
1900803995,JDK MEDICAL CONSULTING LTD,General,£810
1900804732,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man",£810
5201138386,FRONTLINE TRAINING,Learning and Development,£810
1900804351,HOMES FOR HARINGEY LIMITED,Public Realm,£810
1900804016,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,£810
8001807164,PLACES FOR PPL INDIVIDUAL SUPPORT L,"Construction, Property and Fac Man",£809
5201138598,PERFORMING RIGHT SOCIETY LTD,Sport and Leisure,£809
8001823741,ONE HOUSING GROUP LTD,Social care,£808
8001850876,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£807
8001817661,EXTRA MILE CARE COMPANY,Social care,£805
1900805048,TRUST EDUCATION LIMITED,People and Recruitment,£805
8001830401,PREMIER CAREWAITING LTD,Social care,£805
5201140556,APOLLO CARE & SUPPORTED HOUSING LTD,Social care,£805
8001813541,NORTH LONDON ASIAN CARE,Social care,£805
8001850516,LOOK AHEAD CARE AND SUPPORT LTD,Social care,£805
8001850501,LOOK AHEAD CARE AND SUPPORT LTD,Social care,£805
8001850519,LOOK AHEAD CARE AND SUPPORT LTD,Social care,£805
1900802197,LONDON FORENSIC PATHOLOGY LTD,General,£804
8001849735,SEVACARE (UK) LTD,Social care,£804
5201140881,JOSEPH ROCHFORD GARDENS LTD,Public Realm,£804
5201138935,HEAD OFFICE CLEANING SERVICES LIMIT,General,£804
5201141612,HEAD OFFICE CLEANING SERVICES LIMIT,General,£804
1900804209,HCT GROUP,Children and Education,£804
1900804953,REDACTED PERSONAL DATA,General,£804
1900804958,REDACTED PERSONAL DATA,General,£801
8001814838,LONDON CARE PLC,Social care,£801
8001847069,LONDON CARE PLC,Social care,£801
8001847066,LONDON CARE PLC,Social care,£801
8001815156,LONDON CARE PLC,Social care,£801
8001814835,LONDON CARE PLC,Social care,£801
8001846791,LONDON CARE PLC,Social care,£801
5201139175,OAK TREE CARE SERVICES LIMITED,Social care,£800
1900803243,ALLPAY LTD,General,£800
5201139174,OAK TREE CARE SERVICES LIMITED,Social care,£800
1900804196,ELIMU TRAINING AND CONSULTANCY,Learning and Development,£800
8001847461,OURRIS PROPERTIES LIMITED,Social care,£800
1900804095,REDACTED PERSONAL DATA,Legal,£800
5201139176,OAK TREE CARE SERVICES LIMITED,Social care,£800
5201139177,OAK TREE CARE SERVICES LIMITED,Social care,£800
1900804787,PLEXUS CLIENT ACCOUNT,Finance,£800
8001843981,SATELLITE CONSORTIUM LIMITED,Social care,£799
8001812161,SATELLITE CONSORTIUM LIMITED,Social care,£799
8001850906,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£797
8001840841,PRECIOUS HOMES LTD,Temporary Accommodation,£797
8001840822,PRECIOUS HOMES LTD,Temporary Accommodation,£797
8001850932,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£797
8001811834,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£797
8001840881,PRECIOUS HOMES LTD,Temporary Accommodation,£797
8001840861,PRECIOUS HOMES LTD,Temporary Accommodation,£797
8001811929,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£797
8001849747,SEVACARE (UK) LTD,Social care,£796
8001849767,SEVACARE (UK) LTD,Social care,£796
8001835021,ONE HOUSING GROUP LTD,Social care,£796
5201140001,JOHN BURKE ASSOCIATES,"Construction, Property and Fac Man",£795
5201141602,EXCITECH LIMITED,Learning and Development,£795
5201138643,EXCITECH LIMITED,Learning and Development,£795
8001808111,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,£794
8001808045,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,£794
1900805022,LONDON BOROUGH OF HACKNEY,Communication,£794
200344570,EMBRACE UK COMMUNITY SUPPORT CENTRE,Social care,£794
1900803479,EXTRA MILE CARE COMPANY,People and Recruitment,£793
8001846421,REDACTED PERSONAL DATA,Social care,£793
5201138876,RINGWAY JACOBS LIMITED,Public Realm,£793
1900805083,GANDLAKE LIMITED,IT and Telecoms,£792
8001796341,PREMIER CAREWAITING LTD,Social care,£791
5201139203, ITM COMMUNICATIONS LTD,IT and Telecoms,£790
5201141466,ARK ENVIRONMENTAL SERVICE UK,Public Realm,£789
1900803516,REDACTED PERSONAL DATA,Legal,£789
8001832242,PREMIER CAREWAITING LTD,Social care,£788
5201140135,REDACTED PERSONAL DATA,Legal,£788
1900802583,UBIQUS UK LTD,Communication,£787
8001846800,LONDON CARE PLC,Social care,£786
8001849555,SEVACARE (UK) LTD,Social care,£786
8001849687,SEVACARE (UK) LTD,Social care,£786
8001849785,SEVACARE (UK) LTD,Social care,£786
8001849516,SEVACARE (UK) LTD,Social care,£786
8001849559,SEVACARE (UK) LTD,Social care,£786
8001849526,SEVACARE (UK) LTD,Social care,£786
8001811856,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man",£786
8001843715,THE FER VIEW,Temporary Accommodation,£786
8001811849,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man",£786
8001811847,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man",£785
8001811855,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man",£785
1900804929,BAAF REGISTERED CHARITY,Communication,£785
8001807091,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,£784
8001807086,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£784
8001807205,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£784
8001807215,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,£784
8001807089,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£784
8001807182,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£784
8001807165,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£784
8001807268,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£784
8001832341,CIRCLE OF CARE SERVICE LTD,Social care,£784
8001807145,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£784
8001807249,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£784
8001807118,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£784
8001839041,HAIL LTD,Social care,£784
8001807168,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£784
8001807173,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£784
8001807253,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£784
8001809021,CIRCLE OF CARE SERVICE LTD,Social care,£784
8001807278,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£784
8001807195,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£784
8001807167,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£784
8001807190,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£784
8001809341,CIRCLE OF CARE SERVICE LTD,Social care,£784
8001807233,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£784
8001807211,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,£784
8001807228,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£784
8001807209,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£784
8001807241,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£784
8001807218,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,£784
8001835996,WEST LODGE LIMITED,"Construction, Property and Fac Man",£784
8001831521,CIRCLE OF CARE SERVICE LTD,Social care,£784
8001807150,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,£784
8001807225,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£784
8001808881,CIRCLE OF CARE SERVICE LTD,Social care,£784
5201138941,CYCLING INSTRUCTOR LTD,Learning and Development,£783
5201138916,REDACTED PERSONAL DATA,Sport and Leisure,£783
8001816841,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£782
5201138636,CITY OF LONDON,Public Realm,£782
8001849445,ALLPAY LTD,Social care,£782
8001803321,UNIFIED CARE LTD T/A VICTORIA'S CAR,Social care,£781
8001814743,LONDON CARE PLC,Social care,£781
8001815063,LONDON CARE PLC,Social care,£781
8001846963,LONDON CARE PLC,Social care,£781
5201140659,MYERS (IDEAL SUPPLIES) LTD,General,£781
8001847143,LONDON CARE PLC,Social care,£781
8001815582,LONDON CARE PLC,Social care,£781
8001814943,LONDON CARE PLC,Social care,£781
8001846903,LONDON CARE PLC,Social care,£781
1900802600,O C CONSULTING (UK) LTD T/A MANESTR,"Construction, Property and Fac Man",£780
8001805641,ADMAIDEN LTD T/A TINIES CHILDCARE A,Children and Education,£780
8001834001,DILIGENT CARE SERVICES LTD,Social care,£780
8001805421,ADMAIDEN LTD T/A TINIES CHILDCARE A,Children and Education,£780
8001846443,REDACTED PERSONAL DATA,Social care,£780
5201141343,REDACTED PERSONAL DATA,Sport and Leisure,£780
8001832301,PREMIER CAREWAITING LTD,Social care,£777
8001846683,LONDON CARE PLC,Social care,£777
1900802261,EXTRA MILE CARE COMPANY,General,£775
8001809201,CIRCLE OF CARE SERVICE LTD,Social care,£775
8001850865,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£775
8001850858,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£775
5201139857,MAC CONTAINER COMPANY LTD,"Construction, Property and Fac Man",£775
8001850894,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£775
8001850926,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£775
8001850898,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£775
8001850919,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£775
8001850853,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£775
8001846771,LONDON CARE PLC,Social care,£774
8001849698,SEVACARE (UK) LTD,Social care,£773
8001827981,NORTH LONDON ASIAN CARE,Social care,£772
8001847960,REDACTED PERSONAL DATA,Social care,£771
1900802739,TRUST EDUCATION LIMITED,IT and Telecoms,£771
8001814221,EXTRA MILE CARE COMPANY,Social care,£770
1900804960,THE PROPERTY COMPANY LONDON LTD,Temporary Accommodation,£770
1900804061,REDACTED PERSONAL DATA,General,£770
1900802516,PLEXUS LAW (OFFICE ACCOUNT),Finance,£770
5201140480,RINGWAY JACOBS LIMITED,Public Realm,£769
8001834601,ONE HOUSING GROUP LTD,Social care,£768
1900803213,ILSE AMLOT CENTRE FOR WOMEN & CHILD,Children and Education,£768
1900802814,ILSE AMLOT CENTRE FOR WOMEN & CHILD,People and Recruitment,£768
8001813841,URBAN LAND MANAGEMENT LTD,"Construction, Property and Fac Man",£768
8001796621,PREMIER CAREWAITING LTD,Social care,£768
8001847049,LONDON CARE PLC,Social care,£767
8001849653,SEVACARE (UK) LTD,Social care,£766
1900804139,SERVEST (COMMERICAL & PUBLIC SECTOR,General,£765
1900803720,GREENCLEAN LTD,General,£762
8001798441,CORE OUTREACH & CARE SERVICES UK LT,Social care,£761
5201139785,RYDWELL SERVICES LTD,Public Realm,£760
1900802667,INFOTECH NETWORK SOLUTIONS LTD,IT and Telecoms,£760
1900803710,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,£760
1900803580,CROWN PROMOTIONS & REMOVALS LTD,General,£760
5201140053,YELL LIMITED,Communication,£760
8001844121,SATELLITE CONSORTIUM LIMITED,Social care,£760
8001811681,ANDERSEN CARE LIMITED,Social care,£759
8001807290,W M PROPERTY ASSOCIATES LIMITED,Temporary Accommodation,£759
5201138377,LANDSCAPE SUPPLY COMPANY,Public Realm,£759
8001811830,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£756
8001811872,ESTATE141 LIMITED,"Construction, Property and Fac Man",£756
8001811874,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£756
8001807105,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£756
8001807197,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£756
8001811906,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£756
8001811909,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£756
8001829781,PREMIER CAREWAITING LTD,Social care,£756
8001811827,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£756
1900804919,THAMES WATER UTILITIES LTD,Energy and Utilities,£756
8001849756,SEVACARE (UK) LTD,Social care,£756
1900803765,THE HARINGEY NURSERY SCHOOLS TRAINI,Learning and Development,£755
8001834561,ONE HOUSING GROUP LTD,Social care,£754
8001849346,REDACTED PERSONAL DATA,Social care,£754
1900803564,REDACTED PERSONAL DATA,Communication,£753
8001824861,VINEYARD (UK) SERVICES LTD,Social care,£753
8001824781,VINEYARD (UK) SERVICES LTD,Social care,£753
8001818521,EXTRA MILE CARE COMPANY,Social care,£751
5201141333,REDACTED PERSONAL DATA,Sport and Leisure,£751
8001849829,SEVACARE (UK) LTD,Social care,£750
8001793961,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£750
5201139355,REDACTED PERSONAL DATA,Legal,£750
1900804074,THE SPITZ CHARITABLE TRUST,Sport and Leisure,£750
5201140928,HANDS FREE COMPUTING LTD,Learning and Development,£750
1900803542,REDACTED PERSONAL DATA,Legal,£750
5201141117,CYPRIOT COMMUNITY CENTRE,General,£750
5201141603,JGP RESOURCING LIMITED,People and Recruitment,£750
8001843806,MISHELLIS PROPERTIES LTD T/A MCA CA,Social care,£750
5201138649,HIREMECH LIMITED,General,£750
1900803978,REDACTED PERSONAL DATA,General,£750
1900804784,C G ARCHITECTS,"Construction, Property and Fac Man",£750
1900804185,IN-TRAC TRAINING & CONSULTANCY LTD,Communication,£750
1900803231,LPFA RESIDUAL LIABILITIES,Finance,£748
5201141478,UK POWER NETWORKS (OPERATIONS) LTD,Public Realm,£747
8001833161,CIRCLE OF CARE SERVICE LTD,Social care,£746
8001819921,FLEXSERVE UK LIMITED,Social care,£746
8001849745,SEVACARE (UK) LTD,Social care,£745
8001818501,EXTRA MILE CARE COMPANY,Social care,£745
8001849603,SEVACARE (UK) LTD,Social care,£745
8001842341,FLEXSERVE UK LIMITED,Social care,£745
1900802638,G4S SECURE SOLUTIONS (UK) LIMITED,Children and Education,£744
8001831922,CIRCLE OF CARE SERVICE LTD,Social care,£743
8001803361,ONE HOUSING GROUP LTD,Social care,£742
5201140013,SWEETT (UK) LIMITED,"Construction, Property and Fac Man",£742
8001842726,WATERFALL HOUSE LTD,Temporary Accommodation,£741
5201141482,RELIABLE DISTRIBUTIONS,General,£741
1900802831,STAPLES UK LTD,General,£741
8001847162,LONDON CARE PLC,Social care,£740
8001760561,FURNITURE WORLD (UK) LTD,General,£739
8001811900,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£738
5201138883,RINGWAY JACOBS LIMITED,Public Realm,£738
8001834121,DILIGENT CARE SERVICES LTD,Social care,£737
8001831801,PREMIER CAREWAITING LTD,Social care,£736
1900803010,LONDON BOROUGH OF WALTHAM FOREST,General,£736
8001814961,LONDON CARE PLC,Social care,£736
8001846922,LONDON CARE PLC,Social care,£736
8001816381,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£735
8001835761,PRECIOUS HOMES LTD,Social care,£735
5201140763,DIRECT SURVEILLANCE SOLUTIONS LTD,"Construction, Property and Fac Man",£735
1900803360,LONDON BOROUGH OF ENFIELD,People and Recruitment,£735
1900803030,THAMES WATER UTILITIES LTD,Energy and Utilities,£734
8001838481,HAIL LTD,Social care,£734
8001794021,HAIL LTD,Social care,£734
8001846769,LONDON CARE PLC,Social care,£734
8001815135,LONDON CARE PLC,Social care,£734
8001814817,LONDON CARE PLC,Social care,£734
8001847047,LONDON CARE PLC,Social care,£734
8001824901,LONDON CARE PLC,Social care,£734
8001820761,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£734
1900802913,REDACTED PERSONAL DATA,Communication,£733
8001805081,OASIS CARE & TRAINING AGENCY,Social care,£733
8001837061,OASIS CARE & TRAINING AGENCY,Social care,£733
8001846684,LONDON CARE PLC,Social care,£729
8001811858,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£729
8001815601,LONDON CARE PLC,Social care,£728
1900804735,WEST HERTFORDSHIRE HOSPITALS NHS TR,Public Health,£728
1900803981,IC CONSULTANTS LTD,General,£728
8001785502,SATELLITE CONSORTIUM LIMITED,Social care,£728
1900802991,NEOPOST LIMITED,Children and Education,£728
8001803721,RESPOND,Social care,£727
8001813681,EXTRA MILE CARE COMPANY,Social care,£726
8001809261,CIRCLE OF CARE SERVICE LTD,Social care,£726
8001837301,OASIS CARE & TRAINING AGENCY,Social care,£725
8001805221,OASIS CARE & TRAINING AGENCY,Social care,£725
8001842884,ASPIRE HOUSE,Temporary Accommodation,£725
8001849778,SEVACARE (UK) LTD,Social care,£725
8001841321,REDACTED PERSONAL DATA,Social care,£723
1900803353,RINGWAY JACOBS LIMITED,Public Realm,£723
1900804013,HOMES FOR HARINGEY LIMITED,Finance,£723
8001833641,DILIGENT CARE SERVICES LTD,Social care,£722
8001807104,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£722
5201140562,ELEGANCE FURNITURE SUPPLIES LTD,General,£721
1900804031,ORANGE PCS LTD,IT and Telecoms,£721
8001819621,CORE OUTREACH & CARE SERVICES UK LT,Social care,£720
1900802919,REDACTED PERSONAL DATA,Communication,£720
8001821501,TOTLAND TOYS AND NURSERY GOODS LTD,General,£720
8001816581,PRECIOUS HOMES LTD,Temporary Accommodation,£720
8001824101,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,£720
8001811892,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£720
8001849738,SEVACARE (UK) LTD,Social care,£720
8001816661,PRECIOUS HOMES LTD,Temporary Accommodation,£720
8001811921,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£720
8001835301,DILIGENT CARE SERVICES LTD,Social care,£720
8001816641,PRECIOUS HOMES LTD,Temporary Accommodation,£720
8001816561,PRECIOUS HOMES LTD,Temporary Accommodation,£720
8001849678,SEVACARE (UK) LTD,Social care,£720
8001849571,SEVACARE (UK) LTD,Social care,£720
5201139806,REDACTED PERSONAL DATA,Sport and Leisure,£719
8001824001,INDIVIDUALISED CARE LTD,Social care,£719
1900804186,PLACES FOR PEOPLE HOMES (KUSH HA),Legal,£719
8001827861,NORTH LONDON ASIAN CARE,Social care,£716
8001818201,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£716
8001801441,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£716
8001799561,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£716
1900804850,IMPACT MARCOM LTD,Legal,£716
8001812821,SATELLITE CONSORTIUM LIMITED,Social care,£716
8001844141,SATELLITE CONSORTIUM LIMITED,Social care,£716
8001814811,LONDON CARE PLC,Social care,£715
8001815129,LONDON CARE PLC,Social care,£715
5201139863,P N IZZO CONSULTING,People and Recruitment,£715
8001816061,CORE OUTREACH & CARE SERVICES UK LT,Social care,£715
1900803881,B'S TYPING SERVICES,General,£715
8001849826,SEVACARE (UK) LTD,Social care,£715
8001849814,SEVACARE (UK) LTD,Social care,£715
8001849547,SEVACARE (UK) LTD,Social care,£715
8001849591,SEVACARE (UK) LTD,Social care,£715
8001849823,SEVACARE (UK) LTD,Social care,£715
8001849640,SEVACARE (UK) LTD,Social care,£715
8001849651,SEVACARE (UK) LTD,Social care,£715
8001849740,SEVACARE (UK) LTD,Social care,£715
8001849511,SEVACARE (UK) LTD,Social care,£715
8001849575,SEVACARE (UK) LTD,Social care,£715
8001849588,SEVACARE (UK) LTD,Social care,£715
8001849531,SEVACARE (UK) LTD,Social care,£715
8001849833,SEVACARE (UK) LTD,Social care,£715
8001849809,SEVACARE (UK) LTD,Social care,£715
8001849721,SEVACARE (UK) LTD,Social care,£715
8001849676,SEVACARE (UK) LTD,Social care,£715
1900804853,ROYAL & SUN ALLIANCE INSURANCE PLC,Finance,£714
8001846668,NEWSTEAD NURSING HOME,Social care,£714
1900802079,ONCALL MEDICAL SUPPLIES,General,£714
8001800801,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£713
8001850749,ONE HOUSING GROUP LTD,Social care,£713
8001850726,ONE HOUSING GROUP LTD,Social care,£713
8001850722,ONE HOUSING GROUP LTD,Social care,£713
8001850718,ONE HOUSING GROUP LTD,Social care,£713
8001850720,ONE HOUSING GROUP LTD,Social care,£713
8001850701,ONE HOUSING GROUP LTD,Social care,£713
8001850724,ONE HOUSING GROUP LTD,Social care,£713
8001850702,ONE HOUSING GROUP LTD,Social care,£713
8001850747,ONE HOUSING GROUP LTD,Social care,£713
8001850705,ONE HOUSING GROUP LTD,Social care,£713
8001850754,ONE HOUSING GROUP LTD,Social care,£713
8001850706,ONE HOUSING GROUP LTD,Social care,£713
8001850717,ONE HOUSING GROUP LTD,Social care,£713
8001850707,ONE HOUSING GROUP LTD,Social care,£713
8001850719,ONE HOUSING GROUP LTD,Social care,£713
8001850708,ONE HOUSING GROUP LTD,Social care,£713
8001850721,ONE HOUSING GROUP LTD,Social care,£713
8001850709,ONE HOUSING GROUP LTD,Social care,£713
8001850723,ONE HOUSING GROUP LTD,Social care,£713
8001850710,ONE HOUSING GROUP LTD,Social care,£713
8001850725,ONE HOUSING GROUP LTD,Social care,£713
8001850711,ONE HOUSING GROUP LTD,Social care,£713
8001850744,ONE HOUSING GROUP LTD,Social care,£713
8001850712,ONE HOUSING GROUP LTD,Social care,£713
8001850748,ONE HOUSING GROUP LTD,Social care,£713
8001850713,ONE HOUSING GROUP LTD,Social care,£713
8001850751,ONE HOUSING GROUP LTD,Social care,£713
8001850714,ONE HOUSING GROUP LTD,Social care,£713
8001850756,ONE HOUSING GROUP LTD,Social care,£713
8001850715,ONE HOUSING GROUP LTD,Social care,£713
8001850716,ONE HOUSING GROUP LTD,Social care,£713
8001850704,ONE HOUSING GROUP LTD,Social care,£713
8001800261,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£712
8001803441,ONE HOUSING GROUP LTD,Social care,£711
8001796521,PREMIER CAREWAITING LTD,Social care,£707
8001849681,SEVACARE (UK) LTD,Social care,£707
5201139251,REDACTED PERSONAL DATA,Sport and Leisure,£707
8001812681,ANDERSEN CARE LIMITED,Social care,£706
8001847059,LONDON CARE PLC,Social care,£705
8001815145,LONDON CARE PLC,Social care,£705
8001846781,LONDON CARE PLC,Social care,£705
8001814827,LONDON CARE PLC,Social care,£705
8001807761,PREMIER CAREWAITING LTD,Social care,£705
1900803504,FOOD HYGIENE CENTRE LIMITED,Learning and Development,£704
1900802860,J. V. CHOTAI & SONS LTD,Public Health,£704
1900803025,AMY PHARMA LTD,Public Health,£704
8001847041,LONDON CARE PLC,Social care,£703
1900802954,JUNITA LTD,Temporary Accommodation,£703
1900804166,ROBBINS TRAINING AND CONSULTANCY LT,Children and Education,£702
8001832601,CIRCLE OF CARE SERVICE LTD,Social care,£702
8001791161,COUNCIL OF ASIAN PEOPLE HAR DAY CAR,Social care,£701
8001811844,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£700
8001807110,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£700
1900803705,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,£700
1900804764,HARINGEY ADVISORY GRP ON ALCOHOL,Public Health,£700
8001807109,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£700
8001811862,ST ANDREWS COMMUNITY HOUSING ASSN L,"Construction, Property and Fac Man",£700
1900803738,GP EXPERTS LIMITED,General,£700
5201139803,REDACTED PERSONAL DATA,Legal,£700
8001845323,ALLPAY LTD,General,£700
8001811878,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£700
8001807117,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£700
8001807247,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,£700
1900802881,MORESHET HATORAH LTD,General,£700
8001811882,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£700
8001807231,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£700
8001811836,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£700
8001811908,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£700
5201139772,FARGRO LIMITED,Public Realm,£700
5201140791,COMPACT STORAGE LIMITED,"Construction, Property and Fac Man",£700
8001811876,ST ANDREWS COMMUNITY HOUSING ASSN L,"Construction, Property and Fac Man",£700
8001811915,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man",£700
8001815223,HARINGEY MENCAP LIMITED,Social care,£700
8001801221,HARINGEY MENCAP LIMITED,Social care,£700
8001815241,HARINGEY MENCAP LIMITED,Social care,£700
8001801241,HARINGEY MENCAP LIMITED,Social care,£700
8001815261,HARINGEY MENCAP LIMITED,Social care,£700
8001801201,HARINGEY MENCAP LIMITED,Social care,£700
5201139198,PROBRAND LIMITED,IT and Telecoms,£699
8001849599,SEVACARE (UK) LTD,Social care,£699
1900804750,STATEBOND LTD T/A HORNSEY AGENCIES,"Construction, Property and Fac Man",£699
1900803499,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,£698
1900804263,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,£698
1900802240,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,£698
1900804753,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man",£698
8001814101,HAIL LTD,Social care,£698
5201138778,BERTRAM TRADING LTD,Communication,£697
8001839021,HAIL LTD,Social care,£696
8001826601,CORE OUTREACH & CARE SERVICES UK LT,Social care,£696
8001846818,LONDON CARE PLC,Social care,£696
8001815185,LONDON CARE PLC,Social care,£696
8001847096,LONDON CARE PLC,Social care,£696
8001814867,LONDON CARE PLC,Social care,£696
5201110319,SUTTON CONSUMER PRODUCTS LTD,Public Realm,£696
1900804761,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man",£695
5201141269,ARK ENVIRONMENTAL SERVICE UK,Public Realm,£695
1900802518,PLEXUS LAW (OFFICE ACCOUNT),Finance,£695
8001849652,SEVACARE (UK) LTD,Social care,£694
8001849533,SEVACARE (UK) LTD,Social care,£694
8001849502,SEVACARE (UK) LTD,Social care,£694
8001813881,URBAN LAND MANAGEMENT LTD,"Construction, Property and Fac Man",£694
8001846788,LONDON CARE PLC,Social care,£693
5201140776,HUDSON GLOBAL RESOURCES LTD,People and Recruitment,£693
5201138394,CH&I ASSOCIATES LTD,Legal,£693
8001811891,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£692
8001838781,HAIL LTD,Social care,£690
5201138787,REDACTED PERSONAL DATA,Legal,£690
8001849545,SEVACARE (UK) LTD,Social care,£689
8001849730,SEVACARE (UK) LTD,Social care,£689
5201139047,REDACTED PERSONAL DATA,Sport and Leisure,£688
5201138443,COMMUNICATION & TECHNICAL SERVICES,General,£687
5201138928,REDACTED PERSONAL DATA,Social care,£687
5201141277,REDACTED PERSONAL DATA,Social care,£687
5201139392,MAG:NET SOLUTIONS LTD,IT and Telecoms,£687
8001828901,HAIL LTD,Social care,£687
5201139365,REDACTED PERSONAL DATA,Sport and Leisure,£685
5201140670,THE HELPING HAND COMPANY,Social care,£684
1900803747,HARINGEY ADVISORY GRP ON ALCOHOL,Public Health,£684
