Transaction,Vendor,Category ,Amount
8001564507,WEST LONDON MISSION,Temporary Accommodation,"£3,118.38"
8001600859,PARADISE HOUSE ASSOCIATION LTD,Temporary Accommodation,"£3,117.72"
8001568447,ROSS WYLD CARE HOME,Temporary Accommodation,"£3,110.06"
1900791095,PLEXUS LAW CLIENT ACCOUNT,Finance,"£3,110.00"
8001605721,OUTLOOK FOSTERING SERVICES LTD,Children and Education,"£3,107.32"
8001605662,SUNBEAM FOSTERING AGENCY LTD,Children and Education,"£3,107.14"
8001605742,SUNBEAM FOSTERING AGENCY LTD,Children and Education,"£3,107.14"
8001605743,SUNBEAM FOSTERING AGENCY LTD,Children and Education,"£3,107.14"
8001605809,FUTURE FOSTERING LTD,Children and Education,"£3,107.14"
8001605838,SUNBEAM FOSTERING AGENCY LTD,Children and Education,"£3,107.14"
8001605839,SUNBEAM FOSTERING AGENCY LTD,Children and Education,"£3,107.14"
8001605876,FUTURE FOSTERING LTD,Children and Education,"£3,107.14"
8001563841,KISHARON,Social care,"£3,104.03"
8001564608,MELROSE HOUSE,Temporary Accommodation,"£3,100.00"
8001568483,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,100.00"
8001568526,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,100.00"
8001568536,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,100.00"
8001568841,MAGICARE LTD,Temporary Accommodation,"£3,100.00"
8001605692,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,098.58"
8001605767,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,098.58"
8001605832,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,098.58"
8001605833,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,098.58"
8001605834,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,098.58"
8001605846,FOCUS ON FOSTERING LTD,Children and Education,"£3,095.70"
8001563671,LANCAM NURSING HOME,Temporary Accommodation,"£3,095.16"
8001573481,LIFEWAYS COMMUNITY CARE LTD,Social care,"£3,088.00"
8001573541,LIFEWAYS COMMUNITY CARE LTD,Social care,"£3,088.00"
200338004,HORNSEY HOUSING TRUST,Social care,"£3,086.72"
200338653,HORNSEY HOUSING TRUST,Social care,"£3,086.72"
8001568702,QUEEN ANN HOUSE,Temporary Accommodation,"£3,085.60"
8001566381,THE REGARD PARTNERSHIP LIMITED,Temporary Accommodation,"£3,078.83"
8001567421,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567422,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567427,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567430,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567431,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567433,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567434,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567435,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567436,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567437,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567442,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567443,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567444,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567446,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567448,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567449,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567450,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567451,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567453,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567455,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567456,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567466,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567468,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567469,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567470,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567475,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567479,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.86"
8001567480,TWINGLOBE CARE HOMES LTD,Social care,"£3,077.86"
8001564323,ROSEVIEW CARE HOMES,Temporary Accommodation,"£3,077.85"
8001568850,MAGICARE LTD,Temporary Accommodation,"£3,077.85"
8001568861,ROSEVIEW CARE HOMES,Temporary Accommodation,"£3,077.85"
8001594901,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594902,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594904,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594907,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594910,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594911,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594913,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594914,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594915,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594917,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594922,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594923,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594924,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594926,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594928,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594929,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594930,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594931,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594933,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594935,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594936,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594944,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594946,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594947,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594948,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594952,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594956,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,077.85"
8001594961,TWINGLOBE CARE HOMES LTD,Social care,"£3,077.85"
8001605818,XCEL 2000 FOSTERCARE SERVICES LTD,Children and Education,"£3,077.14"
8001605819,XCEL 2000 FOSTERCARE SERVICES LTD,Children and Education,"£3,077.14"
8001597079,NEW CENTURY CARE (FINCHLEY) LTD,Temporary Accommodation,"£3,065.20"
1900791879,DSI BILLING SERVICES,General,"£3,065.07"
8001605688,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,064.28"
8001605689,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,064.28"
8001605690,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,064.28"
8001605815,TALAWA FOSTERING SERVICES LTD,Children and Education,"£3,064.28"
8001564544,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,064.09"
8001564501,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,063.99"
1900790791,PREMIER CAREWAITING LTD,General,"£3,063.48"
8001564543,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,063.37"
8001600887,ROYAL MENCAP SOCIETY,Temporary Accommodation,"£3,060.94"
8001605714,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,060.00"
8001605853,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,060.00"
8001605854,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,060.00"
8001605855,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,060.00"
8001567460,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,056.65"
8001567472,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,056.65"
8001567474,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,056.65"
8001563646,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£3,056.63"
8001563647,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£3,056.63"
8001563681,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£3,056.63"
8001563689,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£3,056.63"
8001594938,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,056.63"
8001594949,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,056.63"
8001594951,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,056.63"
8001564625,METHODIST HOMES FOR THE AGED,Temporary Accommodation,"£3,055.72"
8001568528,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001568529,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001568530,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001568531,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001568533,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001568534,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001568535,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001568539,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001568540,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001568624,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.72"
8001546045,METHODIST HOMES FOR THE AGED,Temporary Accommodation,"£3,055.71"
8001605826,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,055.50"
8001605827,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,055.50"
8001605828,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,055.50"
8001605845,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,055.50"
5201121847,CGI IT UK LIMITED,IT and Telecoms,"£3,053.40"
8001599635,WESTELM HOMES LIMITED,Temporary Accommodation,"£3,051.34"
8001586781,SEVACARE (UK) LTD,Social care,"£3,049.64"
8001605741,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,042.86"
8001605813,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,042.86"
8001568432,ROSS WYLD CARE HOME,Temporary Accommodation,"£3,039.81"
1900791936,STREETZ AHEAD UNLIMITED,Children and Education,"£3,037.50"
8001563645,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£3,034.50"
8001563699,BUPA CARE HOMES (ANS) LTD,Social care,"£3,034.50"
1900791145,BRITISH GAS BUSINESS,Energy and Utilities,"£3,031.94"
8001575282,SEVACARE (UK) LTD,Social care,"£3,031.72"
8001605696,TACT,Children and Education,"£3,030.00"
8001605699,TACT,Children and Education,"£3,030.00"
8001605764,TACT,Children and Education,"£3,030.00"
8001605875,TACT,Children and Education,"£3,030.00"
8001606000,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man","£3,025.72"
8001563623,BROOKLAND HOMES LTD,Temporary Accommodation,"£3,021.26"
8001600827,WEST LONDON MISSION,Temporary Accommodation,"£3,017.78"
8001568524,DRS CARE HOMES LTD,Temporary Accommodation,"£3,016.75"
8001564739,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£3,011.43"
8001568796,PRECIOUS HOMES LTD,Temporary Accommodation,"£3,011.43"
8001568846,MAGICARE LTD,Temporary Accommodation,"£3,011.43"
8001568847,MAGICARE LTD,Temporary Accommodation,"£3,011.43"
8001605811,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,005.10"
8001605860,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,005.02"
8001604101,ST ALEX LTD,Temporary Accommodation,"£3,002.16"
8001563712,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£3,000.63"
1900791531,EZER LEYOLDOS LTD,Social care,"£3,000.00"
1900792101,PLEXUS CLIENT ACCOUNT,Finance,"£3,000.00"
1900792180,BOYER PLANNING LTD,People and Recruitment,"£3,000.00"
5201120998,MIND IN HARINGEY,General,"£3,000.00"
5201121963,CAMERON CONSULTING (UK) LIMITED,People and Recruitment,"£3,000.00"
5201123201,SPECIALIST COMPUTER CENTRES PLC,IT and Telecoms,"£3,000.00"
8001567381,NEXT STEP SUPPORT LTD,Temporary Accommodation,"£3,000.00"
8001574342,ST ALEX LTD,Temporary Accommodation,"£3,000.00"
8001583221,ST ALEX LTD,Temporary Accommodation,"£3,000.00"
8001600926,MELROSE HOUSE,Temporary Accommodation,"£3,000.00"
8001605021,VINEYARD (UK) SERVICES LTD,Temporary Accommodation,"£3,000.00"
8001605680,TIME FOR CHILDREN LIMITED,Children and Education,"£3,000.00"
8001605717,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,000.00"
8001605718,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,000.00"
8001605730,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,000.00"
8001605776,INTEGRATED FOSTERING SERVICES LTD,Children and Education,"£3,000.00"
8001605777,INTEGRATED FOSTERING SERVICES LTD,Children and Education,"£3,000.00"
8001605863,RYANCARE FOSTERING LTD,Children and Education,"£3,000.00"
8001605883,TACT,Children and Education,"£3,000.00"
1900790941,WESTMERIA HEALTHCARE LTD,General,"£2,997.00"
8001605848,SUPPORTED FOSTERING SERVICES,Children and Education,"£2,995.72"
8001605849,SUPPORTED FOSTERING SERVICES,Children and Education,"£2,995.72"
8001597069,LANCAM NURSING HOME,Temporary Accommodation,"£2,995.34"
8001568735,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£2,994.12"
8001566621,CONSENSA CARE LTD,Social care,"£2,993.71"
8001576681,HAIL LTD,Social care,"£2,990.72"
8001578601,HAIL LTD,Social care,"£2,990.72"
8001568707,MAGICARE LTD,Temporary Accommodation,"£2,989.28"
8001564577,MILLENNIUM CARE LTD,Temporary Accommodation,"£2,981.58"
5201122663,BRITISH TELECOMMUNICATIONS PLC,"Construction, Property and Fac Man","£2,980.00"
8001604421,THE REGARD PARTNERSHIP LIMITED,Temporary Accommodation,"£2,979.51"
8001605792,RYANCARE FOSTERING LTD,Children and Education,"£2,978.58"
5201120531,UK ASSETS LTD,"Construction, Property and Fac Man","£2,978.25"
8001574161,ST ALEX LTD,Temporary Accommodation,"£2,975.00"
8001564754,THE GRANGE,Temporary Accommodation,"£2,971.43"
8001600821,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,965.16"
8001600862,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,964.56"
8001568571,WOODSIDE HOME,Temporary Accommodation,"£2,962.72"
8001545991,METHODIST HOMES FOR THE AGED,Temporary Accommodation,"£2,961.96"
8001564571,METHODIST HOMES FOR THE AGED,Temporary Accommodation,"£2,961.96"
8001563731,BUPA CARE HOMES (GL) LTD,Temporary Accommodation,"£2,961.43"
5201123222,UNITED GUARDING SERVICES LTD,General,"£2,961.40"
8001605081,VINEYARD (UK) SERVICES LTD,Temporary Accommodation,"£2,960.00"
8001597044,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£2,958.06"
8001597045,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£2,958.06"
8001597080,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£2,958.06"
8001597088,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£2,958.06"
8001600941,METHODIST HOMES FOR THE AGED,Temporary Accommodation,"£2,957.14"
8001605774,TALAWA FOSTERING SERVICES LTD,Children and Education,"£2,957.14"
8001605775,TALAWA FOSTERING SERVICES LTD,Children and Education,"£2,957.14"
8001583961,ONE HOUSING GROUP LTD,Social care,"£2,954.70"
8001605866,FOSTER CARE ASSOCIATES LIMITED,Children and Education,"£2,954.28"
8001564510,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,953.85"
8001605709,KENT HOMEFINDING AND FOSTERING LTD,Children and Education,"£2,943.00"
8001605713,KENT HOMEFINDING AND FOSTERING LTD,Children and Education,"£2,943.00"
8001605800,KENT HOMEFINDING AND FOSTERING LTD,Children and Education,"£2,943.00"
8001573181,PREMIER CAREWAITING LTD,Social care,"£2,940.00"
8001605810,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£2,938.80"
8001605888,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£2,938.76"
8001597043,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,936.62"
8001597098,BUPA CARE HOMES (ANS) LTD,Social care,"£2,936.62"
8001568492,BLOSSOM COMMUNITY CARE,Temporary Accommodation,"£2,936.15"
8001605761,WELLCARE FOSTERING SERVICES LIMITED,Children and Education,"£2,935.72"
8001605762,WELLCARE FOSTERING SERVICES LIMITED,Children and Education,"£2,935.72"
8001605765,WELLCARE FOSTERING SERVICES LIMITED,Children and Education,"£2,935.72"
8001597025,BROOKLAND HOMES LTD,Temporary Accommodation,"£2,923.80"
8001576561,HAZELDENE CARE & SUPPORT LTD,Social care,"£2,922.99"
8001574701,ST. MICHAEL'S SUPPORT & CARE LIMITE,Temporary Accommodation,"£2,922.86"
5201120882,UK POWER NETWORKS (OPERATIONS) LTD,Public Realm,"£2,921.00"
1900791720,PARAGON GROUP UK LIMITED,Communication,"£2,919.52"
8001564528,JANITH HOMES LTD,Temporary Accommodation,"£2,919.41"
8001601033,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£2,914.28"
8001605836,NEXUS FOSTERING LIMITED,Children and Education,"£2,914.28"
8001605844,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£2,914.28"
8001605771,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£2,914.20"
8001581913,SHINE PARTNERSHIPS LTD,Social care,"£2,905.71"
8001597107,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£2,903.82"
8001568572,WOODSIDE HOME,Temporary Accommodation,"£2,900.72"
8001568548,ST ALEX LTD,Temporary Accommodation,"£2,898.50"
8001569881,VINEYARD (UK) SERVICES LTD,Temporary Accommodation,"£2,892.86"
5201120890,REDACTED PERSONAL DATA,Legal,"£2,890.00"
8001600896,MILLENNIUM CARE LTD,Temporary Accommodation,"£2,885.40"
8001581881,SHINE PARTNERSHIPS LTD,Temporary Accommodation,"£2,884.28"
8001605783,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£2,881.12"
8001592861,NORTH LONDON ASIAN CARE,Social care,"£2,880.00"
8001563698,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,879.50"
8001564326,G.A. PROJECTS LIMITED,Temporary Accommodation,"£2,878.57"
8001566601,CONSENSA CARE LTD,Social care,"£2,878.57"
8001568515,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.57"
8001568520,BLOSSOM COMMUNITY CARE,Temporary Accommodation,"£2,878.57"
8001568576,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£2,878.57"
8001568600,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.57"
8001568604,BROWNLOW ENTERPRISES LTD,Temporary Accommodation,"£2,878.57"
8001568613,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.57"
8001568616,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.57"
8001568617,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.57"
8001568658,ASTON GRANGE LTD,Temporary Accommodation,"£2,878.57"
8001568826,MAGICARE LTD,Temporary Accommodation,"£2,878.57"
8001568840,MAGICARE LTD,Temporary Accommodation,"£2,878.57"
8001576992,CEDAR HOUSE CO LTD,Social care,"£2,878.57"
8001563639,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,875.06"
8001605001,VINEYARD (UK) SERVICES LTD,Social care,"£2,870.68"
8001600890,METHODIST HOMES FOR THE AGED,Temporary Accommodation,"£2,866.42"
8001597122,BUPA CARE HOMES (GL) LTD,Temporary Accommodation,"£2,865.90"
8001605994,XCHANGE PROPERTY SERVICES LTD,"Construction, Property and Fac Man","£2,861.40"
8001600830,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,858.58"
8001567361,NEXT STEP SUPPORT LTD,Social care,"£2,852.00"
8001567581,NEXT STEP SUPPORT LTD,Social care,"£2,852.00"
1900791092,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£2,842.49"
8001580761,VINEYARD (UK) SERVICES LTD,Social care,"£2,840.14"
8001567423,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,835.22"
8001567476,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,835.22"
8001567477,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,835.22"
8001567478,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,835.22"
8001563603,BUPA CARE HOMES (BNH) LTD,Temporary Accommodation,"£2,835.21"
8001563682,BROOKLAND HOMES LTD,Temporary Accommodation,"£2,835.21"
8001563713,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,835.21"
8001594903,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,835.21"
8001594953,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,835.21"
8001594954,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,835.21"
8001594958,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,835.21"
8001594962,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,835.21"
8001574661,CONSENSA CARE LTD,Social care,"£2,834.29"
8001568725,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,833.57"
8001604061,ST. MICHAEL'S SUPPORT & CARE LIMITE,Temporary Accommodation,"£2,828.57"
8001564695,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,825.43"
8001600848,JANITH HOMES LTD,Temporary Accommodation,"£2,825.22"
8001568522,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£2,820.29"
8001586801,SEVACARE (UK) LTD,Social care,"£2,819.96"
8001606261,CIRCLE OF CARE SERVICE LTD,Social care,"£2,815.12"
8001564624,QUANTUM CARE LIMITED,Temporary Accommodation,"£2,812.15"
8001561425,KISHARON,Social care,"£2,811.60"
8001606421,CIRCLE OF CARE SERVICE LTD,Social care,"£2,808.00"
8001568469,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£2,806.74"
8001563594,LIFE STYLE CARE (2011) PLC,Temporary Accommodation,"£2,804.12"
1900792288,GREIG CITY ACADEMY,Children and Education,"£2,800.00"
8001567341,NEXT STEP SUPPORT LTD,Social care,"£2,800.00"
8001567561,NEXT STEP SUPPORT LTD,Temporary Accommodation,"£2,800.00"
8001574121,ST ALEX LTD,Social care,"£2,800.00"
8001582321,ST ALEX LTD,Social care,"£2,800.00"
8001594681,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£2,800.00"
8001598361,NEXT STEP SUPPORT LTD,Temporary Accommodation,"£2,800.00"
8001568722,REDACTED PERSONAL DATA,Temporary Accommodation,"£2,799.30"
8001594241,ADELAIDE CARE LTD,Social care,"£2,790.76"
8001597097,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,786.62"
8001599701,G.A. PROJECTS LIMITED,Temporary Accommodation,"£2,785.72"
8001601041,THE GRANGE,Temporary Accommodation,"£2,785.72"
8001564291,ST LUCY LODGE,Temporary Accommodation,"£2,785.58"
8001568657,DRS CARE HOMES LTD,Temporary Accommodation,"£2,783.36"
8001568669,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£2,783.36"
8001568799,PARKVIEW HOUSE CARE LTD,Temporary Accommodation,"£2,783.36"
8001568879,MAGICARE LTD,Temporary Accommodation,"£2,783.36"
8001568676,OURRIS RESIDENTIAL HOMES LTD,Social care,"£2,780.00"
5201122871,WPG LIMITED,Communication,"£2,779.31"
8001575761,CHRISTIES CARE LTD,Social care,"£2,778.29"
8001564749,MAGICARE LTD,Social care,"£2,767.85"
8001568437,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£2,764.49"
8001605780,TACT,Children and Education,"£2,760.00"
8001575901,ONE HOUSING GROUP LTD,Social care,"£2,759.10"
8001576941,HAIL LTD,Social care,"£2,758.44"
1900790968,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£2,753.23"
8001575821,CHRISTIES CARE LTD,Social care,"£2,751.28"
8001575841,CHRISTIES CARE LTD,Social care,"£2,751.28"
8001568882,MAGICARE LTD,Temporary Accommodation,"£2,751.03"
1900790881,TIMOTHY JAMES CONSULTING LTD,People and Recruitment,"£2,750.00"
1900790882,TIMOTHY JAMES CONSULTING LTD,People and Recruitment,"£2,750.00"
1900792142,REDACTED PERSONAL DATA,Children and Education,"£2,750.00"
1900792300,REDACTED PERSONAL DATA,Legal,"£2,750.00"
8001568860,MAGICARE LTD,Temporary Accommodation,"£2,749.17"
8001564726,THE HILLINGS LTD,Social care,"£2,745.72"
8001568598,ASTON GRANGE LTD,Temporary Accommodation,"£2,745.72"
8001568646,ASTON GRANGE LTD,Temporary Accommodation,"£2,745.72"
1900791517,REDACTED PERSONAL DATA,General,"£2,745.60"
8001597005,BUPA CARE HOMES (BNH) LTD,Temporary Accommodation,"£2,743.76"
8001597081,BROOKLAND HOMES LTD,Temporary Accommodation,"£2,743.76"
8001597101,MAGICARE LTD,Temporary Accommodation,"£2,743.76"
8001597108,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,743.76"
200338015,STONEWALL HOUSING ASSOCIATION,Social care,"£2,743.23"
200338663,STONEWALL HOUSING ASSOCIATION,Social care,"£2,743.23"
8001563616,MULLINVAM LIMITED,Temporary Accommodation,"£2,742.57"
8001568614,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£2,742.21"
8001564609,MAPLE CARE AND SUPPORT SERVICES LTD,Temporary Accommodation,"£2,741.28"
8001568481,MAPLE CARE AND SUPPORT SERVICES LTD,Temporary Accommodation,"£2,741.28"
8001563600,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£2,739.64"
8001568872,NAZARETH HOUSE,Temporary Accommodation,"£2,737.30"
8001606961,LIFEWAYS COMMUNITY CARE LTD,Social care,"£2,735.13"
8001601008,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£2,734.28"
8001563695,MAGICARE LTD,Temporary Accommodation,"£2,728.88"
5201122183,DISCLOSURE & BARRING SERVICE,People and Recruitment,"£2,728.00"
8001603467,REDACTED PERSONAL DATA,Social care,"£2,727.02"
8001603477,REDACTED PERSONAL DATA,Social care,"£2,727.02"
