Transaction No.,Vendor Name, Category ,Amount
5201131880,REDACTED PERSONAL DATA,Public Health,"£3,440.00"
8001726693,SUPPORTED FOSTERING SERVICES,Children and Education,"£3,439.98"
8001726694,SUPPORTED FOSTERING SERVICES,Children and Education,"£3,439.98"
8001726754,SUPPORTED FOSTERING SERVICES,Children and Education,"£3,439.98"
8001726639,SUPPORTED FOSTERING SERVICES,Children and Education,"£3,439.85"
8001726747,SUPPORTED FOSTERING SERVICES,Children and Education,"£3,439.76"
8001726656,SUPPORTED FOSTERING SERVICES,Children and Education,"£3,437.06"
5201130256,CRPM CLIENT CLEARING ACCOUNT,"Construction, Property and Fac Man","£3,433.50"
8001726643,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,432.63"
8001726646,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,432.45"
8001726647,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,432.45"
8001726668,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,432.45"
8001720241,THE SHIRES HOME CARE SERVICES LIMIT,Social Care,"£3,432.14"
8001721939,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£3,432.14"
8001726720,FOCUS ON FOSTERING LTD,Children and Education,"£3,432.14"
8001726689,INTEGRATED FOSTERING SERVICES LTD,Children and Education,"£3,431.35"
8001726690,INTEGRATED FOSTERING SERVICES LTD,Children and Education,"£3,431.35"
8001696177,QUINTUS HOUSING TRUST,Temporary Accommodation,"£3,431.01"
8001696097,PRECIOUS HOMES LTD,Temporary Accommodation,"£3,428.57"
8001726630,FOSTERING OPTIONS LTD,Children and Education,"£3,427.36"
1900798219,HAMPTON'S RESOURCING,People and Recruitment,"£3,420.00"
1900798222,HAMPTON'S RESOURCING,People and Recruitment,"£3,420.00"
8001718358,APOLLO CARE & SUPPORTED HOUSING LTD,Social Care,"£3,420.00"
8001726723,ACORN FOSTERING SERVICES LIMITED,Children and Education,"£3,410.00"
5201131587,SWEETT (UK) LIMITED,"Construction, Property and Fac Man","£3,400.00"
5201132370,VOLKERHIGHWAYS LTD,Public Realm,"£3,400.00"
1900797825,LONDON FORENSIC PATHOLOGY LTD,General,"£3,388.80"
8001718197,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£3,387.86"
8001718213,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£3,387.86"
8001700481,TURKISH CYPRIOT COMMUNITY ASSN.,Social Care,"£3,379.60"
8001717080,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£3,376.83"
8001726721,FOCUS ON FOSTERING LTD,Children and Education,"£3,376.83"
8001726713,FOCUS ON FOSTERING LTD,Children and Education,"£3,376.74"
8001721812,SOMERSET VILLA RESIDENTIAL CARE HOM,Temporary Accommodation,"£3,365.71"
8001726772,ST CHRISTOPHER'S FELLOWSHIP,Children and Education,"£3,365.71"
8001696062,SHERRINGHAM LODGE,Temporary Accommodation,"£3,365.31"
8001724001,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man","£3,361.28"
8001696162,PRIORY GROUP LIMITED,Temporary Accommodation,"£3,360.86"
5201132089,UNIQUE OFFICE SOLUTIONS LTD,General,"£3,360.00"
1900797576,DSI BILLING SERVICES,General,"£3,358.59"
8001718244,WOODSIDE HOME,Temporary Accommodation,"£3,356.86"
8001726623,FOSTERCARE UK LTD,Children and Education,"£3,348.93"
8001726695,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£3,343.57"
8001726696,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£3,343.57"
8001726749,TALAWA FOSTERING SERVICES LTD,Children and Education,"£3,343.57"
8001726782,CHILDREN FIRST FOSTERING AGENCY LTD,Children and Education,"£3,337.46"
1900797399,REDACTED PERSONAL DATA,People and Recruitment,"£3,330.00"
8001726669,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,328.78"
8001726787,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,328.78"
8001719333,NAS SERVICES LTD,Social Care,"£3,325.37"
8001718261,DRS CARE HOMES LTD,Temporary Accommodation,"£3,321.43"
8001718266,DRS CARE HOMES LTD,Temporary Accommodation,"£3,321.43"
8001718285,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£3,321.43"
8001718306,DRS CARE HOMES LTD,Temporary Accommodation,"£3,321.43"
8001718307,DRS CARE HOMES LTD,Temporary Accommodation,"£3,321.43"
8001718315,DRS CARE HOMES LTD,Temporary Accommodation,"£3,321.43"
8001721807,SOMERSET VILLA RESIDENTIAL CARE HOM,Temporary Accommodation,"£3,321.43"
8001721811,SOMERSET VILLA RESIDENTIAL CARE HOM,Temporary Accommodation,"£3,321.43"
8001721936,MELROSE HOUSE,Temporary Accommodation,"£3,321.43"
8001726622,THE FOSTERING FOUNDATION LTD,Children and Education,"£3,321.43"
8001726648,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,321.43"
8001726649,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,321.43"
8001726650,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,321.43"
8001726653,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,321.43"
8001726663,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,321.43"
8001726665,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,321.43"
8001726667,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,321.43"
8001726678,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£3,321.43"
8001726712,RAINBOW FOSTERING SERVICES LTD,Children and Education,"£3,321.43"
8001726801,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,321.43"
8001726795,GREATER LONDON FOSTERING LTD,Children and Education,"£3,319.61"
8001726743,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£3,317.00"
8001726750,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£3,317.00"
8001726825,FOSTER CARE LINK LTD,Children and Education,"£3,317.00"
8001698501,ALLFORCARE,Social Care,"£3,316.00"
8001698521,ALLFORCARE,Social Care,"£3,316.00"
8001726685,GREATER LONDON FOSTERING LTD,Children and Education,"£3,315.58"
8001726686,GREATER LONDON FOSTERING LTD,Children and Education,"£3,315.58"
8001726764,GREATER LONDON FOSTERING LTD,Children and Education,"£3,315.58"
8001726765,GREATER LONDON FOSTERING LTD,Children and Education,"£3,315.58"
8001726783,GREATER LONDON FOSTERING LTD,Children and Education,"£3,315.58"
8001726786,GREATER LONDON FOSTERING LTD,Children and Education,"£3,315.58"
8001726645,GREATER LONDON FOSTERING LTD,Children and Education,"£3,315.45"
8001726684,GREATER LONDON FOSTERING LTD,Children and Education,"£3,315.45"
8001719864,ALERE CARE LIMITED,"Construction, Property and Fac Man","£3,314.29"
1900798080,HOPEWELL SCHOOL LTD,Children and Education,"£3,307.68"
1900798087,HOPEWELL SCHOOL LTD,Children and Education,"£3,307.68"
1900798089,HOPEWELL SCHOOL LTD,Children and Education,"£3,307.68"
1900798090,HOPEWELL SCHOOL LTD,Children and Education,"£3,307.68"
1900798234,HOPEWELL SCHOOL LTD,Children and Education,"£3,307.68"
8001726613,CHILDREN FIRST FOSTERING AGENCY LTD,Children and Education,"£3,303.40"
8001726813,CHILDREN FIRST FOSTERING AGENCY LTD,Children and Education,"£3,303.40"
8001719464,MAGICARE LTD,Temporary Accommodation,"£3,301.50"
8001726817,FOCUS ON FOSTERING LTD,Children and Education,"£3,299.29"
8001719320,NORTH LONDON BIKUR CHOLIM LTD,Social Care,"£3,284.85"
8001724046,FOREST CARE SERVICES LIMITED,"Construction, Property and Fac Man","£3,280.20"
8001717181,PATERNOSTER HOUSE CARE CENTRE,Temporary Accommodation,"£3,277.15"
8001726625,FIVE RIVERS CHILD CARE LTD,Children and Education,"£3,277.14"
8001726626,FIVE RIVERS CHILD CARE LTD,Children and Education,"£3,277.14"
8001726641,FIVE RIVERS CHILD CARE LTD,Children and Education,"£3,277.14"
8001726674,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,277.14"
8001726675,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,277.14"
8001726676,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,277.14"
8001726677,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,277.14"
8001726697,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,277.14"
8001726770,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,277.14"
5201132334,REDACTED PERSONAL DATA,Legal,"£3,275.00"
5201130243,BALFOUR BEATTY WORKPLACE LTD,General,"£3,274.85"
8001717184,ROCKLEY DENE HOMES LTD T/A CANDLE C,Temporary Accommodation,"£3,274.31"
8001726755,LINK FOSTERING AGENCY LIMITED,Children and Education,"£3,270.72"
8001726803,LINK FOSTERING AGENCY LIMITED,Children and Education,"£3,270.72"
8001726811,LINK FOSTERING AGENCY LIMITED,Children and Education,"£3,270.72"
8001726788,FOSTER CARE LINK LTD,Children and Education,"£3,256.24"
8001726618,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,255.00"
8001726742,TALAWA FOSTERING SERVICES LTD,Children and Education,"£3,255.00"
8001726766,SUPPORTED FOSTERING SERVICES,Children and Education,"£3,255.00"
8001726771,ALLIANCE FOSTER CARE LIMITED,Children and Education,"£3,255.00"
8001726792,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,255.00"
8001726804,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,255.00"
8001726810,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,255.00"
8001726821,TALAWA FOSTERING SERVICES LTD,Children and Education,"£3,255.00"
8001718262,CHITIMALI LOCUM MEDICAL LIMITED,Temporary Accommodation,"£3,254.56"
8001726635,GREATER LONDON FOSTERING LTD,Children and Education,"£3,254.38"
5201132685,UNIFY ENTERPRISE COMMUNICATIONS LIM,IT and Telecoms,"£3,252.12"
1900797058,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,250.00"
1900798042,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,250.00"
1900798637,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,250.00"
8001721940,MAISON MOTI LTD,Temporary Accommodation,"£3,248.36"
1900797382,MOYGLEN CONSTRUCTION LTD,"Construction, Property and Fac Man","£3,239.00"
8001726657,RYANCARE FOSTERING LTD,Children and Education,"£3,232.99"
8001726616,HILLCREST CARE SERVICES LTD,Children and Education,"£3,232.86"
8001726644,RYANCARE FOSTERING LTD,Children and Education,"£3,232.86"
8001726664,RYANCARE FOSTERING LTD,Children and Education,"£3,232.86"
8001726672,RYANCARE FOSTERING LTD,Children and Education,"£3,232.86"
8001726679,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,232.86"
8001726719,24 SEVEN FOSTERING SERVICES LTD,Children and Education,"£3,232.86"
8001726733,RYANCARE FOSTERING LTD,Children and Education,"£3,232.86"
8001726738,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,232.86"
8001726748,TALAWA FOSTERING SERVICES LTD,Children and Education,"£3,232.86"
8001726751,RYANCARE FOSTERING LTD,Children and Education,"£3,232.86"
8001726753,HILLCREST CARE SERVICES LTD,Children and Education,"£3,232.86"
8001726777,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,232.86"
8001726778,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,232.86"
8001726779,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,232.86"
8001726780,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,232.86"
8001726822,INTEGRATED FOSTERING SERVICES LTD,Children and Education,"£3,232.86"
8001719310,THE SONS OF DIVINE PROVIDENCE,Temporary Accommodation,"£3,232.28"
8001724335,ASHDALE SERVICES LTD,Temporary Accommodation,"£3,232.00"
8001696042,QUEEN ANN HOUSE,Temporary Accommodation,"£3,229.03"
8001721770,PARADISE HOUSE ASSOCIATION LTD,Temporary Accommodation,"£3,221.65"
8001696091,NAS SERVICES LTD,Social Care,"£3,218.10"
5201132375,MISCO,IT and Telecoms,"£3,217.24"
8001696123,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£3,214.29"
8001716622,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,214.29"
8001716624,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,214.29"
8001716625,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,214.29"
8001716626,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,214.29"
8001716632,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,214.29"
8001716639,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,214.29"
8001716642,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,214.29"
8001716643,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,214.29"
8001716648,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,214.29"
8001716649,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£3,214.29"
5201131551,BLACHERE ILLUMINATION UK,General,"£3,213.20"
8001726602,SUNBEAM FOSTERING AGENCY LTD,Children and Education,"£3,210.71"
8001726682,SUNBEAM FOSTERING AGENCY LTD,Children and Education,"£3,210.71"
8001726683,SUNBEAM FOSTERING AGENCY LTD,Children and Education,"£3,210.71"
8001726762,SUNBEAM FOSTERING AGENCY LTD,Children and Education,"£3,210.71"
8001726763,SUNBEAM FOSTERING AGENCY LTD,Children and Education,"£3,210.71"
8001726818,RYANCARE FOSTERING LTD,Children and Education,"£3,210.71"
5201129995,OPENREACH,IT and Telecoms,"£3,208.41"
5201131225,EFFECTABLE CONSTRUCTION SERVICES LT,Social Care,"£3,205.21"
8001726608,LINK FOSTERING AGENCY LIMITED,Children and Education,"£3,201.86"
8001726636,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,201.86"
8001726703,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,201.86"
8001726756,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,201.86"
8001726757,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,201.86"
8001726758,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,201.86"
5201131153,INFOSHARE LTD,IT and Telecoms,"£3,200.00"
8001723861,KARTEROS LTD T/A ST MARKS DAY SERVI,Social Care,"£3,200.00"
8001723881,KARTEROS LTD T/A ST MARKS DAY SERVI,Social Care,"£3,200.00"
8001717204,BUPA CARE HOMES (ANS) LTD,General,"£3,199.60"
8001726769,FOCUS ON FOSTERING LTD,Children and Education,"£3,198.89"
8001696228,MAGICARE LTD,Temporary Accommodation,"£3,195.00"
8001726607,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,189.90"
8001726805,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,189.90"
8001726812,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,189.90"
8001718234,DRS CARE HOMES LTD,Temporary Accommodation,"£3,179.71"
8001726744,XCEL 2000 FOSTERCARE SERVICES LTD,Children and Education,"£3,179.71"
8001726745,XCEL 2000 FOSTERCARE SERVICES LTD,Children and Education,"£3,179.71"
8001696078,NORTH LONDON BIKUR CHOLIM LTD,Social Care,"£3,178.89"
8001717155,NEW CENTURY CARE (FINCHLEY) LTD,Temporary Accommodation,"£3,167.36"
8001726632,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,166.43"
8001726633,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,166.43"
8001726634,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,166.43"
8001726741,TALAWA FOSTERING SERVICES LTD,Children and Education,"£3,166.43"
8001721795,ROYAL MENCAP SOCIETY,Temporary Accommodation,"£3,162.98"
8001726655,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,162.00"
8001726773,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,162.00"
8001726774,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,162.00"
8001726775,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,162.00"
8001726809,PHOENIX COMMUNITY CARE LTD,Children and Education,"£3,162.00"
8001726752,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,157.35"
1900798114,REDACTED PERSONAL DATA,People and Recruitment,"£3,150.00"
1900798675,PENNA PLC,People and Recruitment,"£3,150.00"
8001718177,DRS CARE HOMES LTD,Temporary Accommodation,"£3,144.82"
8001726681,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,144.29"
8001726739,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£3,144.29"
5201130160,UNITED GUARDING SERVICES LTD,General,"£3,137.95"
1900798174,BROADREACH HOUSE,Public Health,"£3,132.86"
1900798499,VAROSI ESTATES LIMITED,Temporary Accommodation,"£3,131.22"
8001726640,TACT,Children and Education,"£3,131.00"
8001726642,TACT,Children and Education,"£3,131.00"
8001726701,TACT,Children and Education,"£3,131.00"
8001726790,TACT,Children and Education,"£3,131.00"
8001721804,MILLENNIUM CARE LTD,Temporary Accommodation,"£3,130.65"
8001696068,THE SONS OF DIVINE PROVIDENCE,Temporary Accommodation,"£3,128.01"
8001724027,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man","£3,126.57"
8001726826,RAINBOW FOSTERING SERVICES LTD,Children and Education,"£3,126.57"
8001719316,THE REGARD PARTNERSHIP LIMITED,Social Care,"£3,124.67"
1900798244,AMEO LIMITED,People and Recruitment,"£3,123.75"
1900797094,SICO EUROPE LTD,General,"£3,122.25"
8001717164,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£3,118.77"
8001721745,WEST LONDON MISSION,Temporary Accommodation,"£3,118.38"
8001719282,QUEEN ANN HOUSE,Temporary Accommodation,"£3,116.47"
1900797710,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£3,115.00"
8001717149,LIFE STYLE CARE (2011) PLC,Temporary Accommodation,"£3,113.71"
8001718127,ROSS WYLD CARE HOME,Temporary Accommodation,"£3,110.05"
8001696099,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,"£3,107.14"
8001726737,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,105.27"
8001701681,KISHARON,Social Care,"£3,104.03"
8001718161,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,100.00"
8001718200,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,100.00"
8001718208,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,100.00"
8001719420,MAGICARE LTD,Temporary Accommodation,"£3,100.00"
8001721830,MELROSE HOUSE,Temporary Accommodation,"£3,100.00"
8001726624,TIME FOR CHILDREN LIMITED,Children and Education,"£3,100.00"
8001726658,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,100.00"
8001726659,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,100.00"
8001726670,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,100.00"
8001726710,INTEGRATED FOSTERING SERVICES LTD,Children and Education,"£3,100.00"
8001726711,INTEGRATED FOSTERING SERVICES LTD,Children and Education,"£3,100.00"
8001726781,RYANCARE FOSTERING LTD,Children and Education,"£3,100.00"
8001726814,RYANCARE FOSTERING LTD,Children and Education,"£3,100.00"
8001717441,NAS SERVICES LTD,Children and Education,"£3,098.20"
8001726614,CORE ASSETS FOSTERING LTD,Children and Education,"£3,095.24"
8001717147,LANCAM NURSING HOME,Temporary Accommodation,"£3,095.18"
5201132231,BOXCOUK,Communication,"£3,095.00"
8001699921,TWINGLOBE CARE HOMES LTD,General,"£3,089.81"
1900797805,FOOTSTEPS FOOTBALL ACADEMY,Children and Education,"£3,080.00"
8001717170,MAGICARE LTD,Temporary Accommodation,"£3,077.86"
8001719298,ROSEVIEW CARE HOMES,Temporary Accommodation,"£3,077.86"
8001719429,ROSEVIEW CARE HOMES,Temporary Accommodation,"£3,077.86"
8001719430,MAGICARE LTD,Temporary Accommodation,"£3,077.86"
8001719439,ROSEVIEW CARE HOMES,Temporary Accommodation,"£3,077.86"
8001719448,MAGICARE LTD,Temporary Accommodation,"£3,077.86"
8001719462,MAGICARE LTD,Temporary Accommodation,"£3,077.86"
8001726722,RYANCARE FOSTERING LTD,Children and Education,"£3,077.86"
1900798078,DSI BILLING SERVICES,General,"£3,068.17"
8001718331,DRS CARE HOMES LTD,Temporary Accommodation,"£3,066.34"
8001704064,VENTRY RESIDENTIAL CARE LTD,Social Care,"£3,064.29"
8001721741,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,064.00"
1900797927,PREMIER CAREWAITING LTD,General,"£3,063.48"
8001721774,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,063.38"
8001717121,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£3,056.65"
8001717122,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£3,056.65"
8001717156,CARE UK COMMUNITY PARTNERSHIPS LTD,Temporary Accommodation,"£3,056.65"
8001718202,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.71"
8001718203,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.71"
8001718204,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.71"
8001718205,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.71"
8001718206,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.71"
8001718207,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.71"
8001718211,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.71"
8001718212,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.71"
8001718289,COOPERSCROFT CARE HOME,Temporary Accommodation,"£3,055.71"
8001721844,METHODIST HOMES FOR THE AGED,Temporary Accommodation,"£3,055.71"
8001726708,TALAWA FOSTERING SERVICES LTD,Children and Education,"£3,055.71"
8001726709,TALAWA FOSTERING SERVICES LTD,Children and Education,"£3,055.71"
5201131043,PACE FUELCARE LTD,Energy and Utilities,"£3,055.39"
8001726784,FOSTER CARE ASSOCIATES LIMITED,Children and Education,"£3,052.75"
8001726651,KENT HOMEFINDING AND FOSTERING LTD,Children and Education,"£3,041.10"
8001726654,KENT HOMEFINDING AND FOSTERING LTD,Children and Education,"£3,041.10"
8001726728,KENT HOMEFINDING AND FOSTERING LTD,Children and Education,"£3,041.10"
8001718114,ROSS WYLD CARE HOME,Temporary Accommodation,"£3,039.82"
8001726736,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,036.76"
8001726796,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£3,036.72"
8001717120,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£3,034.50"
8001717179,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£3,034.50"
8001717187,BUPA CARE HOMES (ANS) LTD,Temporary Accommodation,"£3,034.50"
8001726698,WELLCARE FOSTERING SERVICES LIMITED,Children and Education,"£3,033.57"
8001726699,WELLCARE FOSTERING SERVICES LIMITED,Children and Education,"£3,033.57"
8001726702,WELLCARE FOSTERING SERVICES LIMITED,Children and Education,"£3,033.57"
8001725220,SEVACARE (UK) LTD,Social Care,"£3,031.72"
1900796857,MORNING STAR NURSERY  LTD,General,"£3,030.30"
8001697281,CIRCLE OF CARE SERVICE LTD,Social Care,"£3,024.00"
8001696074,THE REGARD PARTNERSHIP LIMITED,Social Care,"£3,023.87"
8001717103,BROOKLAND HOMES LTD,Temporary Accommodation,"£3,021.26"
8001718198,DRS CARE HOMES LTD,Temporary Accommodation,"£3,016.74"
8001719377,PRECIOUS HOMES LTD,Temporary Accommodation,"£3,011.43"
8001719425,MAGICARE LTD,Temporary Accommodation,"£3,011.43"
8001719426,MAGICARE LTD,Temporary Accommodation,"£3,011.43"
8001721929,THE ABBEYFIELD NORTH LONDON SOCIETY,Temporary Accommodation,"£3,011.43"
8001726760,NEXUS FOSTERING LIMITED,Children and Education,"£3,011.43"
8001726768,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,011.43"
8001726705,CARE ADMIN & MANAGEMENT SERVICE LTD,Children and Education,"£3,011.34"
8001726793,TACT,Children and Education,"£3,007.00"
8001721756,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£3,004.79"
5201131374,ASKEWS & HOLTS LIBRARY SERVICES LTD,Communication,"£3,000.16"
1900797408,OSBORNES SOLICITORS,Legal,"£3,000.00"
1900798122,BRANSTON HOUSING & SUPP BIRMINGHAM,Temporary Accommodation,"£3,000.00"
1900798216,KENDALL & SONS LTD,"Construction, Property and Fac Man","£3,000.00"
5201131743,LONDON BOROUGH OF ISLINGTON,General,"£3,000.00"
5201131976,RIBA ENTERPRISES LTD,Legal,"£3,000.00"
8001696179,MAGICARE LTD,Temporary Accommodation,"£3,000.00"
1900797047,SOUNDINGS (CONSTRUCTION) LTD,People and Recruitment,"£2,995.00"
8001719319,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£2,994.11"
8001701821,CONSENSA CARE LTD,Social Care,"£2,993.71"
1900797716,MOYGLEN CONSTRUCTION LTD,"Construction, Property and Fac Man","£2,993.00"
8001688881,HAZELDENE CARE & SUPPORT LTD,Social Care,"£2,992.99"
8001721761,JANITH HOMES LTD,Temporary Accommodation,"£2,992.39"
8001713822,HAIL LTD,Social Care,"£2,990.72"
8001715581,HAIL LTD,Social Care,"£2,990.72"
8001719289,MAGICARE LTD,Temporary Accommodation,"£2,989.29"
8001724085,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man","£2,983.44"
8001715921,THE REGARD PARTNERSHIP LIMITED,Temporary Accommodation,"£2,979.51"
8001696056,ROSEVIEW CARE HOMES,Temporary Accommodation,"£2,978.57"
8001696188,ROSEVIEW CARE HOMES,Temporary Accommodation,"£2,978.57"
8001696189,MAGICARE LTD,Temporary Accommodation,"£2,978.57"
8001696200,ROSEVIEW CARE HOMES,Temporary Accommodation,"£2,978.57"
8001696212,MAGICARE LTD,Temporary Accommodation,"£2,978.57"
8001716595,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716599,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716601,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716602,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716604,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716605,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716606,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716610,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716611,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716612,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716614,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716615,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716616,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716617,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716618,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716620,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716621,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716627,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
8001716628,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£2,978.57"
